Fuel,Performance
5000,5.991210893807061
5000,5.9775943587533416
4000,18.324986997808008
4000,6.149748068503978
4366,5.7894721965421425
4733,5.48654541569954
5100,7.1170572790272715
5466,5.5142579181186875
5833,6.3835495478553984000,6.1989788135867006
4366,5.443241449451849
4000,18.239986025921624
4366,6.467683622367198
5100,6.449799803578449
5100,5.584550334517391
