Tree,Species,DBH_inch,CBH_ft,HT_ft,NOTES,Notes_2018,Northing,Easting,Cluster,radius
4334,PIPO,1.3,2.9,10.6,,,4330900,490161,NA,NA
4379,PIPO,1.3,2.9,8.8,,,4330880,490183,NA,NA
4935,PIPO,1.3,2.9,8.1,,,4330620,490149,NA,NA
4557,PSME,1.3,2.8,11.4,PSME,,4330850,490102,NA,NA
4380,PIPO,1.3,2.8,10,,,4330880,490182,NA,NA
4864,PIPO,1.3,2.8,8.7,,,4330680,490168,NA,NA
4304,PIPO,1.3,2.8,8.6,,,4330880,490123,NA,NA
3558,PIPO,1.3,2.7,6.5,,,4330840,490088,NA,NA
4585,PIPO,1.3,2.7,7.2,,,4330830,490036,NA,NA
4276,PIPO,1.3,2.6,8.5,,,4330900,490077,NA,NA
4600,PIPO,1.3,2.6,8.3,,,4330830,490110,NA,NA
4299,PIPO,1.3,2.6,8.2,,,4330880,490120,NA,NA
4607,PIPO,1.3,2.5,9.2,deer rub,,4330840,490143,NA,NA
4797,PIPO,1.3,2.5,8.1,,,4330700,490087,NA,NA
4937,PIPO,1.3,2.5,7.9,,,4330630,490142,NA,NA
4735,PIPO,1.3,2.5,7.8,,,4330740,490183,NA,NA
4679,PIPO,1.3,2.4,9,,,4330750,490037,NA,NA
4410,PIPO,1.3,2.3,9.5,,,4330910,490237,NA,NA
4609,PIPO,1.3,2.3,8.3,,,4330830,490152,NA,NA
4662,PIPO,1.3,2.2,8,,,4330800,490128,NA,NA
5538,PIPO,1.3,1.9,9.1,,,4330730,490015,NA,NA
5397,PIPO,1.3,1.9,7.8,,,4330830,490201,NA,NA
4826,PIPO,1.3,1.8,8.3,,,4330720,490246,NA,NA
3557,PIPO,1.3,1.7,8.4,,,4330830,490089,NA,NA
4597,PIPO,1.3,1.6,7.9,,,4330830,490090,NA,NA
4583,PSME,1.3,1.1,9.8,PSME,,4330820,490020,NA,NA
6994,PIPO,1.3,0,9.2,,,4330700,490037,NA,NA
5141,PIPO,1.3,0,8.3,,,4330900,490073,NA,NA
5229,PIPO,1.3,0,8.1,,,4330890,490189,NA,NA
6710,PIPO,1.3,0,8,,,4330710,490262,NA,NA
3665,PIPO,1.4,7.2,12.4,,,4330840,490238,NA,NA
6629,PIPO,1.4,6.8,12.5,,,4330810,490055,NA,NA
3633,PIPO,1.4,6.2,11.8,,,4330820,490175,NA,NA
3508,PIPO,1.4,6,13,,,4330870,490249,NA,NA
3239,PIPO,1.4,5.9,12.8,,,4330890,490169,NA,NA
3935,PIPO,1.4,5.8,10.9,,,4330720,490032,NA,NA
3512,PIPO,1.4,5.7,10.7,,,4330860,490247,NA,NA
3358,PIPO,1.4,5.6,9.8,,,4330850,490022,NA,NA
4692,PIPO,1.4,5.6,9.8,,,4330750,490055,NA,NA
3341,PIPO,1.4,5.5,11.6,,,4330900,490294,NA,NA
3241,PIPO,1.4,5.5,11.5,,,4330890,490168,NA,NA
3811,PIPO,1.4,5.3,11.8,,,4330730,490027,NA,NA
4877,PIPO,1.4,5.3,9.5,,,4330690,490103,NA,NA
4004,PIPO,1.4,5.2,8.9,,,4330690,490058,NA,NA
3974,PIPO,1.4,5.2,11.7,,,4330720,490129,NA,NA
3392,PIPO,1.4,5,9.5,,,4330850,490045,NA,NA
4033,PIPO,1.4,5,10,,,4330680,490102,NA,NA
3985,PIPO,1.4,5,10.2,,,4330730,490193,NA,NA
3670,PIPO,1.4,5,9.5,deer rub,,4330840,490245,NA,NA
3668,PIPO,1.4,4.9,9.9,,,4330830,490241,NA,NA
4501,PIPO,1.4,4.9,10,,,4330920,490279,NA,NA
4767,PIPO,1.4,4.7,10.5,,,4330690,490016,NA,NA
3477,PIPO,1.4,4.5,9.8,,,4330860,490193,NA,NA
4328,PIPO,1.4,4.5,10.1,,,4330890,490168,NA,NA
4676,PIPO,1.4,4.3,10.5,deer rub,,4330800,490058,NA,NA
4218,PIPO,1.4,4.2,8.4,,,4330610,490177,NA,NA
4762,PIPO,1.4,4.2,10,,,4330750,490041,NA,NA
4927,PIPO,1.4,4.1,9.9,deer rub,,4330670,490262,NA,NA
3476,PIPO,1.4,4,12.4,,,4330860,490193,NA,NA
3509,PIPO,1.4,4,11.5,,,4330870,490250,NA,NA
4820,PIPO,1.4,4,10.7,,,4330700,490179,NA,NA
4238,PIPO,1.4,4,8.8,,,4330890,490065,NA,NA
4951,PIPO,1.4,3.9,9.9,deer rub,,4330620,490076,NA,NA
4561,PIPO,1.4,3.9,9,,,4330860,490086,NA,NA
3680,PIPO,1.4,3.8,8.4,,,4330850,490250,NA,NA
3205,PIPO,1.4,3.8,13,,,4330880,490126,NA,NA
3338,PIPO,1.4,3.8,11.2,,,4330890,490281,NA,NA
4705,PIPO,1.4,3.8,8.1,,,4330760,490133,NA,NA
4638,PIPO,1.4,3.7,9.7,,,4330830,490196,NA,NA
3379,PIPO,1.4,3.6,11,,,4330860,490050,NA,NA
3724,PIPO,1.4,3.6,10.3,,,4330800,490157,NA,NA
4464,PIPO,1.4,3.6,9.3,deer rub,,4330870,490253,NA,NA
4268,PIPO,1.4,3.5,9.6,,,4330890,490084,NA,NA
4942,PIPO,1.4,3.5,9.2,,,4330620,490108,NA,NA
4885,PIPO,1.4,3.5,8.6,,,4330680,490114,NA,NA
4645,PIPO,1.4,3.4,9.5,deer rub,,4330830,490240,NA,NA
4297,PIPO,1.4,3.4,8.9,,,4330880,490119,NA,NA
3641,PIPO,1.4,3.3,11.2,,,4330820,490160,NA,NA
4332,PIPO,1.4,3.3,8.3,,,4330890,490166,NA,NA
4417,PIPO,1.4,3.2,10.4,,,4330910,490266,NA,NA
4714,PIPO,1.4,3.2,8.5,,,4330780,490240,NA,NA
4425,PIPO,1.4,3.1,10,,,4330900,490273,NA,NA
3755,PIPO,1.4,3,9.1,,,4330810,490289,NA,NA
3840,PIPO,1.4,3,8.2,,,4330740,490063,NA,NA
3444,PIPO,1.4,3,9,,,4330860,490147,NA,NA
4492,PIPO,1.4,3,10.2,,,4330880,490173,NA,NA
4439,PIPO,1.4,3,9.5,,,4330910,490284,NA,NA
4739,PIPO,1.4,3,9,,,4330740,490119,NA,NA
4626,PIPO,1.4,3,7.9,,,4330850,490174,NA,NA
4236,PIPO,1.4,2.9,9.2,,,4330880,490058,NA,NA
4556,PIPO,1.4,2.8,8.7,,,4330850,490100,NA,NA
3763,PIPO,1.4,2.7,9.9,,,4330780,490064,NA,NA
4688,PIPO,1.4,2.7,9.5,,,4330750,490045,NA,NA
3287,PIPO,1.4,2.6,7.8,,,4330890,490262,NA,NA
4650,PIPO,1.4,2.6,9,deer rub,,4330800,490223,NA,NA
4734,PIPO,1.4,2.6,8.7,,,4330730,490187,NA,NA
4681,PIPO,1.4,2.6,8.4,,,4330750,490039,NA,NA
4749,PIPO,1.4,2.6,7.9,,,4330730,490044,NA,NA
3751,PIPO,1.4,2.5,10.5,,,4330820,490247,NA,NA
4319,PIPO,1.4,2.5,9.8,deer rub,,4330890,490156,NA,NA
4415,PIPO,1.4,2.5,8.6,,,4330910,490263,NA,NA
4905,PIPO,1.4,2.5,8.6,,,4330640,490071,NA,NA
4738,PIPO,1.4,2.4,8.1,,,4330750,490131,NA,NA
4618,PIPO,1.4,2.2,9.3,,,4330850,490173,NA,NA
5030,PIPO,1.4,2.2,8.4,,,4330870,490081,NA,NA
5523,PIPO,1.4,2,8.4,,,4330750,490048,NA,NA
4918,PIPO,1.4,1.9,8.7,,,4330670,490188,NA,NA
4659,PIPO,1.4,1.7,9.3,,,4330820,490135,NA,NA
4604,PIPO,1.4,1.6,8,,,4330820,490133,NA,NA
4392,PIPO,1.4,1.5,7.9,,,4330890,490228,NA,NA
5442,PIPO,1.4,0,8,,,4330650,490302,NA,NA
3104,PIPO,1.4,4.8,8.2,,,4330640,490112,NA,NA
3147,PIPO,1.4,3.3,7,,,4330630,490256,NA,NA
3388,PIPO,1.5,0,15.3,,Dead,4330840,490046,NA,NA
3443,PIPO,1.5,3.1,6.7,,Dead Top,4330880,490132,NA,NA
2832,PIPO,1.5,7.5,12.3,,Extreme Lean,4330900,490291,NA,NA
3697,PIPO,1.5,5.5,12.3,,Tagless,4330810,490054,NA,NA
4590,PIPO,1.5,3.7,10.6,,Tagless,4330820,490053,NA,NA
2923,PIPO,1.5,7.4,12.4,,,4330820,490163,NA,NA
4056,PIPO,1.5,6.3,9.3,,,4330660,490116,NA,NA
3353,PIPO,1.5,6.2,10.3,deer rub,,4330860,490020,NA,NA
3486,PIPO,1.5,6.1,13.7,,,4330860,490187,NA,NA
4482,PIPO,1.5,6.1,9.6,,,4330880,490239,NA,NA
3354,PIPO,1.5,5.8,10,,,4330860,490020,NA,NA
3348,PIPO,1.5,5.6,9.8,,,4330870,490006,NA,NA
4259,PIPO,1.5,5.6,11.8,,,4330890,490078,NA,NA
3615,PIPO,1.5,5.5,13.4,,,4330830,490176,NA,NA
3891,PIPO,1.5,5.4,8.7,DEAD (1.1 DBH '10),,4330750,490278,NA,NA
3469,PIPO,1.5,5.3,11.6,,,4330870,490191,NA,NA
3634,PIPO,1.5,5.2,12.1,,,4330820,490175,NA,NA
3964,PIPO,1.5,5,11.2,,,4330710,490117,NA,NA
3765,PIPO,1.5,5,13.1,,,4330780,490080,2,2.03
3768,PIPO,1.5,5,13.1,"died 2011, deer rub",,4330780,490083,NA,NA
3907,PIPO,1.5,5,12.8,,,4330690,490015,NA,NA
4467,PIPO,1.5,5,11.2,,,4330880,490245,NA,NA
3464,PIPO,1.5,4.8,9.8,,,4330880,490184,NA,NA
4072,PIPO,1.5,4.7,9.8,,,4330690,490165,NA,NA
4520,PIPO,1.5,4.7,10.6,,,4330880,490121,NA,NA
4576,PIPO,1.5,4.7,9.3,,,4330870,490020,NA,NA
4663,PIPO,1.5,4.6,10.8,,,4330790,490137,NA,NA
3750,PIPO,1.5,4.5,10,,,4330820,490245,NA,NA
4348,PIPO,1.5,4.5,12.1,,,4330890,490172,NA,NA
4356,PIPO,1.5,4.5,11,deer rub,,4330890,490170,NA,NA
4443,PIPO,1.5,4.5,10.6,,,4330910,490287,NA,NA
4829,PIPO,1.5,4.5,10,,,4330730,490272,NA,NA
4818,PIPO,1.5,4.5,9,,,4330720,490183,NA,NA
3490,PIPO,1.5,4.4,10.8,,,4330850,490183,NA,NA
4546,PIPO,1.5,4.4,10.2,,,4330870,490096,NA,NA
3657,PIPO,1.5,4.1,8.6,Extreme curve,,4330830,490202,NA,NA
3871,PIPO,1.5,4,8.6,,,4330740,490185,NA,NA
3752,PIPO,1.5,4,10.2,,,4330820,490247,NA,NA
4444,PIPO,1.5,4,10.7,,,4330910,490288,NA,NA
4346,PIPO,1.5,4,9.6,,,4330890,490173,NA,NA
4798,PIPO,1.5,4,8.6,,,4330700,490109,NA,NA
3457,PIPO,1.5,3.9,9.7,,,4330880,490175,NA,NA
4519,PIPO,1.5,3.9,7.9,,,4330860,490137,NA,NA
4104,PIPO,1.5,3.8,9.7,,,4330690,490249,NA,NA
3716,PIPO,1.5,3.8,11.1,,,4330810,490128,NA,NA
3218,PIPO,1.5,3.8,10.5,,,4330910,490143,NA,NA
4523,PIPO,1.5,3.8,9.6,,,4330870,490124,NA,NA
3378,PIPO,1.5,3.7,8.9,,,4330860,490046,NA,NA
3456,PIPO,1.5,3.6,7.1,,,4330870,490173,NA,NA
3554,PIPO,1.5,3.6,10.7,,,4330820,490068,NA,NA
4303,PIPO,1.5,3.6,10.5,,,4330880,490123,NA,NA
4777,PIPO,1.5,3.5,11,,,4330700,490019,NA,NA
4397,PIPO,1.5,3.5,10,,,4330890,490233,NA,NA
4399,PIPO,1.5,3.5,9.2,,,4330890,490233,NA,NA
2694,PIPO,1.5,3.5,6.9,adventitious growth,,4330610,490262,NA,NA
3918,PIPO,1.5,3.4,11.2,,,4330700,490031,NA,NA
4243,PIPO,1.5,3.4,11.1,,,4330890,490069,NA,NA
3860,PIPO,1.5,3.3,9.7,,,4330750,490120,NA,NA
3961,PIPO,1.5,3.3,9.1,,,4330710,490117,NA,NA
4499,PIPO,1.5,3.3,11.6,,,4330860,490187,NA,NA
3802,PIPO,1.5,3.2,7.9,,,4330780,490269,NA,NA
4011,PIPO,1.5,3.2,9.3,,,4330680,490076,NA,NA
4383,PIPO,1.5,3.2,8.4,,,4330890,490200,NA,NA
4758,PIPO,1.5,3,9,,,4330750,490045,NA,NA
3548,PIPO,1.5,2.9,9,,,4330820,490065,NA,NA
4239,PIPO,1.5,2.9,10.7,,,4330890,490063,NA,NA
4627,PIPO,1.5,2.9,9.1,,,4330840,490173,NA,NA
4837,PIPO,1.5,2.9,8.8,,,4330690,490263,NA,NA
4731,PIPO,1.5,2.8,9.5,,,4330750,490243,5,1.45
4859,PIPO,1.5,2.8,7.3,,,4330690,490177,NA,NA
4719,PIPO,1.5,2.6,8.8,,,4330750,490292,NA,NA
4834,PIPO,1.5,2.6,8.5,,,4330690,490268,NA,NA
3411,PIPO,1.5,2.5,9.7,,,4330860,490079,NA,NA
4595,PIPO,1.5,2.5,8.4,deer rub,,4330830,490087,NA,NA
4849,PIPO,1.5,2.2,8.5,,,4330670,490194,NA,NA
4055,PIPO,1.5,2.1,10.6,,,4330660,490128,NA,NA
4237,PIPO,1.5,2.1,8.8,deer rub,,4330880,490057,NA,NA
4882,PIPO,1.5,2,9.1,,,4330680,490118,NA,NA
4916,PIPO,1.5,1.9,10.2,deer rub,,4330670,490185,NA,NA
4635,PSME,1.5,1.5,10.6,PSME,,4330820,490163,NA,NA
4961,PIPO,1.5,1.5,9.9,,,4330880,490022,NA,NA
4701,PIPO,1.5,1.4,9.8,,,4330780,490124,NA,NA
4646,PSME,1.5,1.2,11.4,PSME  deer dam,,4330850,490251,NA,NA
4907,PSME,1.5,1,12.6,psme,,4330640,490083,NA,NA
4805,PSME,1.5,1,11.3,PSME,,4330720,490128,NA,NA
3016,PIPO,1.5,3,7.8,dead top,,4330740,490085,NA,NA
4160,PIPO,1.6,4,9,,Extreme Lean,4330660,490203,NA,NA
3300,PIPO,1.6,1,9.5,SPRUCE,Species corrected,4330910,490277,NA,NA
3246,PIPO,1.6,7.8,10.3,,,4330900,490166,NA,NA
4484,PIPO,1.6,6.7,12.4,,,4330880,490237,NA,NA
4481,PIPO,1.6,6.6,11.2,,,4330880,490239,NA,NA
5006,PIPO,1.6,6.4,11.7,,,4330890,490076,NA,NA
4426,PIPO,1.6,5.7,13.9,,,4330910,490274,NA,NA
3807,PIPO,1.6,5.6,12.4,deer rub,,4330720,490024,NA,NA
3626,PIPO,1.6,5.5,10.2,,,4330820,490174,NA,NA
3906,PIPO,1.6,5.4,10.6,,,4330690,490013,NA,NA
3431,PIPO,1.6,5.4,12.9,,,4330850,490102,NA,NA
3915,PIPO,1.6,5.4,11.2,,,4330700,490029,NA,NA
4287,PIPO,1.6,5.3,11,,,4330890,490094,NA,NA
4124,PIPO,1.6,5.2,10.2,,,4330630,490068,NA,NA
3231,PIPO,1.6,5.2,11.3,,,4330910,490150,NA,NA
4166,PIPO,1.6,5.1,9.1,deer rub,,4330660,490258,NA,NA
4003,PIPO,1.6,5,9.5,,,4330670,490035,NA,NA
3502,PIPO,1.6,5,10.7,,,4330880,490249,NA,NA
3566,PIPO,1.6,4.9,11.9,,,4330840,490139,NA,NA
3630,PIPO,1.6,4.8,11.4,,,4330820,490175,NA,NA
4463,PIPO,1.6,4.8,9.4,,,4330860,490262,NA,NA
3800,PIPO,1.6,4.6,9.5,,,4330780,490268,NA,NA
3682,PIPO,1.6,4.6,9.9,,,4330780,490058,NA,NA
3685,PIPO,1.6,4.6,9.9,,,4330800,490055,NA,NA
3209,PIPO,1.6,4.6,11,,,4330880,490130,NA,NA
4445,PIPO,1.6,4.6,12.1,,,4330910,490290,NA,NA
3391,PIPO,1.6,4.5,13.1,,,4330840,490045,NA,NA
3244,PIPO,1.6,4.5,13,,,4330890,490167,NA,NA
686,PIPO,1.6,4.4,7.4,,,4330850,490246,NA,NA
3367,PIPO,1.6,4.3,9.1,,,4330860,490032,NA,NA
4302,PIPO,1.6,4.3,10.5,deer rub,,4330880,490122,NA,NA
3914,PIPO,1.6,4.2,9.5,,,4330690,490026,NA,NA
4525,PIPO,1.6,4.2,11.3,deer rub,,4330870,490116,NA,NA
4514,PIPO,1.6,4.2,9.6,deer rub,,4330860,490161,NA,NA
4616,PIPO,1.6,4.1,9.1,,,4330850,490168,NA,NA
4196,PIPO,1.6,4,10.2,,,4330620,490106,NA,NA
4067,PIPO,1.6,4,9.4,,,4330680,490166,NA,NA
3963,PIPO,1.6,4,10.8,,,4330710,490117,NA,NA
4718,PIPO,1.6,4,11.7,,,4330760,490299,NA,NA
4893,PIPO,1.6,4,10.6,,,4330680,490082,NA,NA
3450,PIPO,1.6,3.8,8.6,,,4330860,490156,NA,NA
3678,PIPO,1.6,3.8,11.8,,,4330830,490260,NA,NA
3238,PIPO,1.6,3.8,11.9,,,4330890,490170,NA,NA
4466,PIPO,1.6,3.8,10.1,,,4330880,490244,NA,NA
3777,PIPO,1.6,3.6,11.3,,,4330760,490074,NA,NA
4674,PIPO,1.6,3.6,9.3,,,4330800,490057,NA,NA
3965,PIPO,1.6,3.5,9.1,,,4330710,490118,NA,NA
3220,PIPO,1.6,3.5,10.8,,,4330910,490147,NA,NA
3452,PIPO,1.6,3.5,10,,,4330860,490160,NA,NA
4182,PIPO,1.6,3.5,10.8,,,4330630,490067,NA,NA
3295,PIPO,1.6,3.5,11.4,,,4330900,490271,NA,NA
4455,PIPO,1.6,3.5,12.1,,,4330910,490297,NA,NA
4637,PIPO,1.6,3.5,10.8,,,4330840,490181,NA,NA
4440,PIPO,1.6,3.5,10.8,,,4330910,490286,NA,NA
4858,PIPO,1.6,3.5,10.7,,,4330690,490180,NA,NA
4726,PIPO,1.6,3.5,9.8,deer rub,,4330750,490272,NA,NA
3901,PIPO,1.6,3.3,9.9,,,4330720,490005,NA,NA
4630,PIPO,1.6,3.1,10.4,,,4330840,490177,NA,NA
4228,PIPO,1.6,3.1,8.5,verify this location!,,4330880,490020,NA,NA
4831,PIPO,1.6,3,9.5,,,4330700,490269,NA,NA
3786,PIPO,1.6,2.6,11.3,,,4330770,490123,NA,NA
4817,PIPO,1.6,2.6,9.5,,,4330720,490186,NA,NA
4567,PIPO,1.6,2.6,8,,,4330870,490039,NA,NA
4225,PIPO,1.6,2.5,8.6,,,4330640,490307,NA,NA
3790,PIPO,1.6,2.5,8.7,,,4330770,490135,NA,NA
4081,PIPO,1.6,2.5,10,,,4330690,490184,NA,NA
3410,PIPO,1.6,2.5,11.4,,,4330870,490062,NA,NA
4917,PIPO,1.6,2.5,9.5,,,4330660,490185,NA,NA
4398,PIPO,1.6,2,9.3,,,4330890,490230,NA,NA
4895,PSME,1.6,1.5,12,psme,,4330670,490083,NA,NA
4317,PSME,1.6,0.5,12.1,PSME  deer dam,,4330900,490146,NA,NA
5443,PIPO,1.6,0,8.7,,,4330650,490302,NA,NA
3610,PIPO,1.7,5.7,12.7,,Scrape Damage,4330840,490177,NA,NA
3390,PIPO,1.7,7.8,14.2,,,4330840,490045,NA,NA
3165,PIPO,1.7,7.8,12.7,,,4330890,490081,NA,NA
3342,PIPO,1.7,7.6,15.3,,,4330900,490297,NA,NA
3743,PIPO,1.7,5.9,12.9,,,4330790,490165,NA,NA
3266,PIPO,1.7,5.9,12.1,,,4330880,490229,NA,NA
3638,PIPO,1.7,5.5,12.7,,,4330820,490161,NA,NA
4252,PIPO,1.7,5.4,11.2,deer rub,,4330890,490077,NA,NA
4264,PIPO,1.7,5.2,10.3,,,4330890,490081,NA,NA
4273,PIPO,1.7,5.1,11.9,,,4330890,490084,NA,NA
4098,PIPO,1.7,5,9.2,forked tree,,4330670,490219,NA,NA
3767,PIPO,1.7,4.8,10.7,,,4330780,490082,2,1.45
3212,PIPO,1.7,4.7,12.5,,,4330900,490144,NA,NA
3859,PIPO,1.7,4.6,12.3,,,4330750,490117,NA,NA
4163,PIPO,1.7,4.5,8.8,,,4330660,490253,NA,NA
3848,PIPO,1.7,4.5,11.9,,,4330750,490071,NA,NA
4722,PIPO,1.7,4.3,10.2,,,4330760,490276,NA,NA
4958,PIPO,1.7,4.3,9.9,,,4330660,490131,NA,NA
3426,PIPO,1.7,4.2,11.2,,,4330850,490105,NA,NA
3962,PIPO,1.7,4.2,10.5,,,4330710,490118,NA,NA
4265,PIPO,1.7,4.1,12.1,,,4330890,490081,NA,NA
3880,PIPO,1.7,4,9,,,4330740,490191,NA,NA
4493,PIPO,1.7,4,11.2,,,4330870,490188,NA,NA
4161,PIPO,1.7,3.9,9.6,,,4330660,490250,NA,NA
4376,PIPO,1.7,3.9,12.2,,,4330880,490179,NA,NA
3233,PIPO,1.7,3.7,9.8,,,4330880,490161,NA,NA
3448,PIPO,1.7,3.7,10.5,,,4330860,490151,NA,NA
3793,PIPO,1.7,3.6,11.4,,,4330780,490202,NA,NA
4290,PIPO,1.7,3.6,11.9,,,4330890,490095,NA,NA
4132,PIPO,1.7,3.5,13.3,,,4330630,490081,NA,NA
4373,PIPO,1.7,3.3,9.5,,,4330890,490185,NA,NA
4631,PIPO,1.7,3.3,8.5,,,4330840,490179,NA,NA
4294,PIPO,1.7,3.2,10.3,,,4330880,490103,NA,NA
4592,PIPO,1.7,3.1,10,,,4330820,490054,NA,NA
4337,PIPO,1.7,3.1,7.1,,,4330910,490162,NA,NA
4921,PIPO,1.7,3.1,5.1,,,4330670,490225,NA,NA
4860,PIPO,1.7,3,12.3,,,4330690,490176,NA,NA
4396,PIPO,1.7,3,12.2,,,4330890,490232,NA,NA
3966,PIPO,1.7,2.9,9.6,,,4330700,490106,NA,NA
4844,PIPO,1.7,2.8,9.7,,,4330680,490224,NA,NA
3472,PIPO,1.7,2.7,11,,,4330870,490195,NA,NA
3259,PIPO,1.7,2.6,11.9,,,4330910,490181,NA,NA
3787,PIPO,1.7,2.5,9.5,,,4330760,490129,NA,NA
4617,PIPO,1.7,2.5,9.5,,,4330850,490172,NA,NA
4879,PIPO,1.7,2.5,9.3,,,4330690,490103,NA,NA
4367,PIPO,1.7,2.4,8.7,,,4330900,490182,NA,NA
4853,PIPO,1.7,2.3,9.7,,,4330690,490192,NA,NA
4822,PIPO,1.7,2,9.3,,,4330710,490236,NA,NA
3798,PIPO,1.7,1.8,9.1,,,4330790,490219,NA,NA
3611,PIPO,1.8,6.5,14.9,,Extreme Lean,4330840,490178,NA,NA
3684,PIPO,1.8,4.3,10.2,,Extreme Lean,4330790,490050,NA,NA
3577,PIPO,1.8,4,11.4,,Extreme Lean,4330820,490133,NA,NA
2865,PIPO,1.8,4.5,9.1,,Forked above DBH,4330840,490038,NA,NA
3522,PIPO,1.8,8.5,13.3,,,4330840,490035,NA,NA
3607,PIPO,1.8,7.2,13.9,,,4330840,490176,NA,NA
3302,PIPO,1.8,7,19.5,,,4330910,490278,NA,NA
3812,PIPO,1.8,6.1,11.5,,,4330720,490027,NA,NA
5014,PIPO,1.8,6.1,11.6,,,4330890,490083,NA,NA
3612,PIPO,1.8,5.8,11.9,,,4330830,490177,NA,NA
3169,PIPO,1.8,5.8,13.8,,,4330890,490079,NA,NA
3704,PIPO,1.8,5.7,11,,,4330800,490062,NA,NA
3950,PIPO,1.8,5.6,10,PORKIE DAMAGE,,4330700,490085,NA,NA
4019,PIPO,1.8,5.5,12.2,,,4330680,490081,NA,NA
3351,PIPO,1.8,5.4,12.8,,,4330860,490017,NA,NA
3276,PIPO,1.8,5.3,10,,,4330900,490237,NA,NA
4064,PIPO,1.8,5.3,12,,,4330670,490166,NA,NA
3363,PIPO,1.8,5.2,10.9,,,4330850,490004,NA,NA
4636,PIPO,1.8,5.2,10.8,,,4330840,490182,NA,NA
2646,PIPO,1.8,5.2,8,,,4330640,490231,NA,NA
3618,PIPO,1.8,5.1,12.1,,,4330830,490175,NA,NA
3766,PIPO,1.8,5,12.3,,,4330780,490083,2,1.61
4292,PIPO,1.8,5,12,,,4330880,490097,NA,NA
3686,PIPO,1.8,4.9,10.3,,,4330800,490057,NA,NA
3747,PIPO,1.8,4.8,11.9,,,4330790,490165,NA,NA
3960,PIPO,1.8,4.7,8.7,,,4330700,490119,NA,NA
4153,PIPO,1.8,4.6,10,deer rub,,4330650,490174,NA,NA
3284,PIPO,1.8,4.5,12.6,,,4330910,490242,NA,NA
4596,PIPO,1.8,4.5,10.3,deer rub,,4330830,490086,NA,NA
3146,PIPO,1.8,4.4,10.4,severe lean,,4330610,490162,NA,NA
4175,PIPO,1.8,4.4,10.5,,,4330650,490280,NA,NA
3405,PIPO,1.8,4.4,10.5,,,4330840,490036,NA,NA
3422,PIPO,1.8,4.4,10.7,,,4330870,490114,NA,NA
3475,PIPO,1.8,4.4,11.5,,,4330870,490191,NA,NA
3492,PIPO,1.8,4.4,11.6,,,4330850,490184,NA,NA
3795,PIPO,1.8,4.3,10.1,,,4330790,490197,NA,NA
3775,PIPO,1.8,4.1,12.9,,,4330770,490077,NA,NA
3255,PIPO,1.8,4,12.6,,,4330910,490163,NA,NA
3968,PIPO,1.8,4,10.8,,,4330710,490107,NA,NA
4414,PIPO,1.8,4,12.4,,,4330910,490258,NA,NA
4842,PIPO,1.8,4,10,,,4330680,490245,NA,NA
4459,PIPO,1.8,4,9.7,,,4330880,490293,NA,NA
3943,PIPO,1.8,3.9,11.4,,,4330710,490040,NA,NA
3673,PIPO,1.8,3.8,8.9,,,4330830,490244,NA,NA
4783,PIPO,1.8,3.8,11.1,,,4330710,490024,NA,NA
4761,PIPO,1.8,3.8,11,,,4330750,490041,NA,NA
4821,PIPO,1.8,3.8,9.9,,,4330710,490236,NA,NA
3987,PIPO,1.8,3.7,10.8,,,4330710,490240,NA,NA
4313,PIPO,1.8,3.7,10.6,,,4330890,490136,NA,NA
3757,PIPO,1.8,3.6,12,,,4330760,490057,NA,NA
4507,PIPO,1.8,3.6,9.5,,,4330860,490180,NA,NA
4568,PIPO,1.8,3.6,8.1,,,4330870,490035,NA,NA
4120,PIPO,1.8,3.5,10.3,,,4330650,490059,NA,NA
3756,PIPO,1.8,3.5,10.4,,,4330760,490048,NA,NA
4814,PIPO,1.8,3.5,10.9,,,4330720,490176,NA,NA
4945,PIPO,1.8,3.5,10.8,,,4330610,490110,NA,NA
4684,PIPO,1.8,3.5,10.3,,,4330760,490046,NA,NA
3359,PIPO,1.8,3.3,10.4,,,4330850,490022,NA,NA
4448,PIPO,1.8,3.2,11.2,,,4330910,490290,NA,NA
4241,PIPO,1.8,3.2,10.2,,,4330890,490072,NA,NA
4188,PIPO,1.8,3.1,10.5,,,4330610,490115,NA,NA
3870,PIPO,1.8,3,10.2,,,4330760,490132,NA,NA
4491,PIPO,1.8,3,11.5,,,4330880,490177,NA,NA
4854,PIPO,1.8,2.9,10.5,,,4330670,490191,NA,NA
4812,PIPO,1.8,2.8,9.5,,,4330710,490163,3,1.47
4851,PIPO,1.8,2.8,9.4,,,4330680,490195,NA,NA
4680,PIPO,1.8,2.7,10.3,,,4330760,490038,NA,NA
3732,PIPO,1.8,2.6,10.3,,,4330810,490160,NA,NA
4813,PIPO,1.8,2.5,9.7,,,4330720,490167,3,1.55
4416,PIPO,1.8,2.2,10.8,,,4330910,490263,NA,NA
3029,PIPO,1.8,4.5,11.6,NEW LEADER,,4330730,490142,NA,NA
2732,PIPO,1.9,6.4,12,83 dbh?,Extreme Lean,4330900,490291,NA,NA
4683,PIPO,1.9,2.5,9.9,,Extreme Lean,4330760,490042,NA,NA
3521,PIPO,1.9,4.2,5.9,Extreme Curve,Measurement Issue,4330820,490021,NA,NA
3941,PIPO,1.9,6.6,13.6,,,4330710,490040,NA,NA
3729,PIPO,1.9,6.3,13.1,,,4330810,490157,NA,NA
