Tree,Species,DBH_inch,CBH_ft,HT_ft,NOTES,Notes_2018,Northing,Easting,Cluster,radius
323,PIPO,4.7,7.2,14.4,,,4330860,490065,NA,NA
2625,PIPO,4.7,6.9,11.7,,,4330630,490214,NA,NA
195,PIPO,4.7,6.8,31.9,,,4330890,490167,NA,NA
3979,PIPO,4.7,4.7,18.6,,,4330710,490170,3,2.74
3227,PSME,4.7,2.5,20.9,D. FIR,,4330910,490149,NA,NA
2928,PIPO,4.7,9.3,25.4,,,4330830,490161,NA,NA
2978,PIPO,4.7,7.3,25.5,,,4330810,490053,NA,NA
2826,PIPO,4.7,10.6,27.5,,,4330910,490279,NA,NA
3017,PIPO,4.7,6,19.2,,,4330740,490096,NA,NA
3010,PIPO,4.7,7,26.7,,,4330730,490031,NA,NA
2899,PIPO,4.7,6.6,22.7,,,4330880,490252,NA,NA
3139,PIPO,4.7,6,20.6,,,4330620,490144,NA,NA
2918,PIPO,4.7,7.5,27.2,,,4330830,490149,NA,NA
1632,PIPO,4.7,7.2,30.3,,,4330700,490088,NA,NA
583,PIPO,4.8,8.3,14.1,"suppressed, DEAD TOP","Almost dead, only 1 live branch",4330820,490103,NA,NA
143,PIPO,4.8,0,13.1,,DS,4330890,490107,NA,NA
277,PIPO,4.8,16.2,27.3,,Dying,4330900,490286,NA,NA
3125,PIPO,4.8,8.4,21.3,deer rub,Extreme Lean,4330660,490273,NA,NA
3078,PIPO,4.8,11.4,22.9,,Forked above DBH,4330680,490252,NA,NA
1890,PIPO,4.8,10.2,16.6,,Measurement Issue,4330730,490302,NA,NA
758,PIPO,4.8,14.3,20.3,,,4330800,490012,NA,NA
2380,PIPO,4.8,8.8,13.5,,,4330640,490229,NA,NA
2247,PIPO,4.8,7.5,30.7,,,4330650,490091,NA,NA
329,PIPO,4.8,4.4,18,,,4330850,490085,NA,NA
3042,PIPO,4.8,11.1,26.1,,,4330710,490028,NA,NA
3122,PIPO,4.8,10.9,26.3,,,4330670,490273,NA,NA
3043,PIPO,4.8,7.4,22,,,4330710,490029,NA,NA
3018,PIPO,4.8,5.7,21.7,,,4330740,490097,NA,NA
3135,PIPO,4.8,5.6,23.2,,,4330610,490070,NA,NA
2987,PIPO,4.8,5.3,19.3,,,4330810,490223,NA,NA
2452,PIPO,4.9,10.3,23,,Extreme Lean,4330620,490041,NA,NA
3177,PIPO,4.9,9.2,20.1,,Extreme Lean,4330890,490095,NA,NA
3079,PIPO,4.9,9.3,21.4,,Forked above DBH,4330680,490253,NA,NA
728,PIPO,4.9,8.4,8.5,,Measurement Issue,4330850,490292,NA,NA
2436,PIPO,4.9,10.3,35.1,,,4330600,490018,NA,NA
2230,PIPO,4.9,9.4,30.6,,,4330650,490057,NA,NA
2169,PIPO,4.9,8.4,21,,,4330630,490032,NA,NA
1379,PIPO,4.9,7.4,21.9,,,4330730,490126,NA,NA
3261,PIPO,4.9,4.1,14.1,,,4330890,490186,NA,NA
2638,PIPO,4.9,23,37.6,,,4330640,490206,NA,NA
2874,PIPO,4.9,14.3,20.6,,,4330850,490043,NA,NA
2952,PIPO,4.9,11.5,25.8,,,4330830,490171,NA,NA
2950,PIPO,4.9,11.3,27.3,,,4330830,490172,NA,NA
2823,PIPO,4.9,8.5,21.8,,,4330910,490276,NA,NA
2920,PIPO,4.9,8,25.6,,,4330830,490153,NA,NA
2916,PIPO,4.9,5.4,19.3,,,4330840,490153,NA,NA
2910,PIPO,4.9,6.1,22.3,,,4330840,490141,NA,NA
3068,PIPO,4.9,6.9,21.5,,,4330690,490114,NA,NA
3085,PIPO,4.9,8.1,29.4,BROKEN TOP,,4330690,490255,NA,NA
2827,PIPO,4.9,7.9,26.7,,,4330910,490281,NA,NA
1603,PIPO,5,17,21.2,,Dead Top,4330710,490055,NA,NA
1317,PIPO,5,11.9,17.2,,Dead Top,4330720,490019,NA,NA
2310,PIPO,5,0,26.5,,DS,4330660,490158,NA,NA
3845,PIPO,5,4.5,17.7,,Extreme Lean,4330750,490043,NA,NA
2854,PIPO,5,10,22.2,Extreme curve,Extreme Lean,4330870,490019,NA,NA
2821,PIPO,5,10,25.2,,Measurement Issue,4330900,490259,NA,NA
1481,PIPO,5,17.5,18.6,,Non-conic growth form,4330760,490224,5,2.28
2292,PIPO,5,15.5,22.5,,,4330650,490145,NA,NA
2685,PIPO,5,13.1,35.6,,,4330630,490261,NA,NA
1832,PIPO,5,10.1,23.6,declining,,4330720,490255,NA,NA
2839,PIPO,5,8.1,29.1,,,4330900,490299,NA,NA
2496,PIPO,5,7,30,,,4330620,490053,NA,NA
3323,PIPO,5,4.5,20,,,4330920,490297,NA,NA
2960,PIPO,5,10.3,19.1,,,4330830,490206,NA,NA
2901,PIPO,5,9.1,22.2,,,4330820,490054,NA,NA
3143,PIPO,5,10.5,23.2,,,4330620,490148,NA,NA
2949,PIPO,5,10,25.7,,,4330830,490174,NA,NA
2995,PIPO,5,5.9,22.4,,,4330750,490042,NA,NA
3126,PIPO,5,6.9,20.9,,,4330660,490280,NA,NA
3037,PIPO,5,6.8,22.5,,,4330700,490023,NA,NA
2942,PIPO,5,5.1,23.3,,,4330840,490171,NA,NA
3032,PIPO,5,11,28.4,,,4330690,490015,NA,NA
3151,PSME,5,2.5,25.8,D. FIR,,4330640,490300,NA,NA
503,PIPO,5.1,0,27.1,,DS,4330810,490022,NA,NA
2938,PIPO,5.1,11,28.8,,Extreme Lean,4330830,490164,NA,NA
2944,PIPO,5.1,9,24.7,,Extreme Lean,4330840,490168,NA,NA
2896,PIPO,5.1,8.6,18.3,,Extreme Lean,4330880,490248,NA,NA
1614,PIPO,5.1,13.3,19,,,4330710,490075,6,2.62
814,PIPO,5.1,10.9,16.9,,,4330780,490071,NA,NA
1213,PIPO,5.1,10.1,26.1,,,4330780,490221,NA,NA
1279,PIPO,5.1,9.5,14.7,,,4330770,490288,NA,NA
2475,PIPO,5.1,15,34,,,4330620,490044,NA,NA
2324,PIPO,5.1,8.1,27.3,,,4330640,490189,NA,NA
1833,PIPO,5.1,7.2,21.3,,,4330720,490254,NA,NA
4089,PIPO,5.1,6.3,20.2,,,4330680,490185,NA,NA
1085,PIPO,5.1,6.2,28.2,,,4330760,490063,NA,NA
1633,PIPO,5.1,6.1,27.4,,,4330700,490086,NA,NA
1816,PIPO,5.1,5.3,17.5,,,4330730,490248,NA,NA
1543,PIPO,5.1,4.2,23.1,,,4330740,490284,NA,NA
2884,PIPO,5.1,13.2,27.7,,,4330870,490098,NA,NA
2976,PIPO,5.1,9.3,21.7,,,4330810,490059,NA,NA
2935,PIPO,5.1,7.7,25.1,,,4330830,490160,NA,NA
3114,PIPO,5.1,10.4,26.4,,,4330670,490263,NA,NA
2911,PIPO,5.1,9.3,19.8,,,4330840,490140,NA,NA
175,PIPO,5.1,10.7,27.6,,,4330880,490126,NA,NA
1073,PIPO,5.2,0,16.3,deer rub,DS,4330760,490059,NA,NA
151,PIPO,5.2,7.8,21.5,,Measurement Issue,4330900,490115,NA,NA
2353,PIPO,5.2,32.5,47.5,,,4330640,490215,NA,NA
2361,PIPO,5.2,23.5,41.9,,,4330650,490216,NA,NA
1973,PIPO,5.2,19.8,35.1,,,4330670,490080,NA,NA
1545,PIPO,5.2,15.8,29.7,,,4330740,490284,NA,NA
1978,PIPO,5.2,12.3,33.6,,,4330670,490094,NA,NA
2617,PIPO,5.2,11.6,28.2,,,4330630,490221,NA,NA
897,PIPO,5.2,10.3,35.9,,,4330820,490171,NA,NA
2664,PIPO,5.2,7.5,22.9,,,4330610,490234,NA,NA
3153,PIPO,5.2,7.4,18.1,,,4330870,490008,NA,NA
3285,PIPO,5.2,7,26.4,dbh taken below limb,,4330910,490244,NA,NA
2316,PIPO,5.2,6.8,24.6,,,4330650,490163,NA,NA
438,PIPO,5.2,6.4,17.9,,,4330850,490210,NA,NA
2943,PIPO,5.2,10.9,23.9,,,4330840,490170,NA,NA
2933,PIPO,5.2,10.9,24.8,,,4330830,490160,NA,NA
3073,PIPO,5.2,10,22.6,,,4330680,490249,NA,NA
3059,PIPO,5.2,9,22.6,,,4330700,490111,NA,NA
3129,PIPO,5.2,8.6,24.6,,,4330660,490285,NA,NA
3138,PIPO,5.2,7.9,24.3,,,4330630,490143,NA,NA
2893,PIPO,5.2,8.2,25.9,,,4330880,490240,NA,NA
3131,PIPO,5.2,6.8,21.5,,,4330660,490293,NA,NA
2457,PIPO,5.3,21.3,34.7,,Dead Top,4330620,490035,NA,NA
1017,PIPO,5.3,15.5,20.2,,Dead Top,4330770,490012,NA,NA
1205,PIPO,5.3,10.4,34.4,,Extreme Lean,4330780,490217,NA,NA
2931,PIPO,5.3,11.4,23,,Extreme Lean,4330830,490164,NA,NA
2343,PIPO,5.3,6.8,8.3,,Forked to 2342,4330650,490194,NA,NA
1278,PIPO,5.3,3,17.1,severe lean,Measurement Issue,4330780,490299,NA,NA
738,PIPO,5.3,15.5,21.5,,,4330790,490008,NA,NA
2366,PIPO,5.3,9.3,31.7,,,4330660,490217,NA,NA
3929,PIPO,5.3,6.4,24.8,,,4330710,490025,NA,NA
450,PIPO,5.3,6.1,12,Advent. W/ 449,,4330860,490231,NA,NA
157,PIPO,5.3,9.6,18.2,,,4330900,490105,NA,NA
2926,PIPO,5.3,10.2,27.3,,,4330830,490158,NA,NA
2927,PIPO,5.3,9.4,25.4,,,4330830,490160,NA,NA
3013,PIPO,5.3,5.7,23.5,,,4330730,490046,NA,NA
697,PIPO,5.4,10.6,10.9,,Broken Top,4330840,490269,NA,NA
1372,PIPO,5.4,11,15.4,,Crooked Top,4330730,490109,NA,NA
504,PIPO,5.4,10.9,21.6,,Dead Top Leaning,4330810,490020,NA,NA
810,PIPO,5.4,0,29.9,,DS,4330790,490071,NA,NA
696,PIPO,5.4,7.6,16.9,,Extreme Lean,4330840,490269,NA,NA
2917,PIPO,5.4,5.6,28.6,,Extreme Lean,4330830,490150,NA,NA
1828,PIPO,5.4,5.8,19.6,,Forked above DBH,4330720,490254,NA,NA
2451,PIPO,5.4,19,34.6,,Measurement Issue,4330620,490041,NA,NA
720,PIPO,5.4,11.5,28.8,,,4330830,490297,NA,NA
2258,PIPO,5.4,13.4,33.1,,,4330640,490112,NA,NA
2330,PIPO,5.4,8,29.1,,,4330650,490190,NA,NA
2546,PIPO,5.4,6.4,21.6,,,4330610,490116,NA,NA
4088,PIPO,5.4,5.3,17.7,,,4330680,490180,NA,NA
3534,PIPO,5.4,5.1,21,,,4330820,490048,NA,NA
3268,PIPO,5.4,4.9,17.4,,,4330890,490225,NA,NA
3019,PIPO,5.4,6.5,22.4,,,4330740,490099,NA,NA
2996,PIPO,5.4,3.3,18.8,,,4330760,490046,NA,NA
3067,PIPO,5.4,3.9,20.3,,,4330690,490106,NA,NA
2434,PIPO,5.4,11.5,32,,,4330610,490018,NA,NA
3115,PIPO,5.5,8.9,23.2,,2010 DBH Issue,4330670,490264,NA,NA
1324,PIPO,5.5,12.2,22.6,,Crooked Growth Form,4330720,490037,NA,NA
1376,PIPO,5.5,11.7,26.9,,Dead Top,4330730,490115,NA,NA
505,PIPO,5.5,9.1,17.1,EXTREME LEAN/ DEAD TOP,Extreme Lean,4330820,490021,NA,NA
2846,PIPO,5.5,6.4,26,,Extreme Lean,4330870,490012,NA,NA
1860,PIPO,5.5,22.5,35.5,,,4330720,490271,NA,NA
2231,PIPO,5.5,13.9,30.6,,,4330650,490057,NA,NA
1935,PIPO,5.5,11,28.9,,,4330690,490045,NA,NA
279,PIPO,5.5,9.6,40.2,,,4330900,490288,NA,NA
1856,PIPO,5.5,8,15,,,4330720,490278,NA,NA
2605,PIPO,5.5,7.9,23.8,,,4330620,490195,NA,NA
2975,PIPO,5.5,10.6,26.4,,,4330800,490056,NA,NA
1620,PIPO,5.5,8.3,31.7,,,4330700,490070,NA,NA
2801,PIPO,5.5,10.1,25.3,,,4330900,490085,NA,NA
3089,PIPO,5.5,10,21.9,,,4330690,490260,NA,NA
2977,PIPO,5.5,10.6,26.4,,,4330810,490053,NA,NA
2922,PIPO,5.5,9.5,28.2,,,4330820,490158,NA,NA
3075,PIPO,5.5,11.9,29.3,,,4330680,490251,NA,NA
3077,PIPO,5.5,12.7,28.2,,,4330680,490252,NA,NA
3121,PIPO,5.5,6.3,25.5,,,4330670,490273,NA,NA
3041,PIPO,5.5,8,21.3,,,4330720,490024,NA,NA
3015,PIPO,5.5,8.2,28.6,,,4330740,490053,NA,NA
2820,PIPO,5.5,5.3,24.3,,,4330900,490257,NA,NA
2964,PIPO,5.5,4.9,22.1,,,4330850,490268,NA,NA
3069,PIPO,5.5,5.1,26.2,,,4330690,490116,NA,NA
2445,PIPO,5.5,15.4,46.7,,,4330600,490029,NA,NA
3116,PIPO,5.6,7.4,26.8,,2010 DBH Issue,4330670,490267,NA,NA
33,PIPO,5.6,11.1,15.5,BROKEN TOP,Broken Top,4330890,490032,NA,NA
1524,PIPO,5.6,6.7,13.8,,Dead Top,4330740,490258,NA,NA
1457,PIPO,5.6,10.8,22.3,,Extreme Lean,4330750,490172,NA,NA
2848,PIPO,5.6,3.6,11.8,BIG SWEEP/LEANER,Measurement Issue,4330860,490018,NA,NA
282,PIPO,5.6,15.5,31.9,,,4330900,490292,NA,NA
2455,PIPO,5.6,13.2,35.4,,,4330620,490035,NA,NA
2459,PIPO,5.6,11.7,33.7,,,4330620,490034,NA,NA
2187,PIPO,5.6,11,21.5,,,4330650,490028,NA,NA
1901,PIPO,5.6,10.7,19.3,,,4330660,490014,NA,NA
2818,PIPO,5.6,8,22.2,,,4330900,490240,NA,NA
3264,PIPO,5.6,6.4,23.1,,,4330890,490236,NA,NA
3155,PIPO,5.6,5.5,22.8,,,4330880,490023,NA,NA
3157,PIPO,5.6,5,21.6,,,4330870,490030,NA,NA
3008,PIPO,5.6,7.7,19.8,,,4330730,490029,NA,NA
174,PIPO,5.6,18.6,32.6,,,4330880,490127,NA,NA
3076,PIPO,5.6,10.9,25.5,,,4330670,490250,NA,NA
2806,PIPO,5.6,6.1,21.5,,,4330900,490128,NA,NA
527,PIPO,5.6,17.3,39,,,4330840,490004,NA,NA
752,PIPO,5.7,8.9,13,dead top,Leaning/Dead Top,4330790,490014,NA,NA
1627,PIPO,5.7,13.9,28.4,,,4330700,490079,NA,NA
1628,PIPO,5.7,11.5,29.9,,,4330700,490078,NA,NA
1013,PIPO,5.7,11.4,33,LEAN,,4330820,490303,NA,NA
3292,PIPO,5.7,6.5,25,,,4330920,490251,NA,NA
266,PIPO,5.7,9.3,35.7,,,4330890,490263,NA,NA
3550,PIPO,5.7,2.5,14.1,,,4330810,490064,NA,NA
2860,PIPO,5.7,11.2,20.8,,,4330850,490037,NA,NA
3093,PIPO,5.7,8,27.2,,,4330690,490270,NA,NA
3046,PIPO,5.7,11.2,26.5,,,4330720,490029,NA,NA
3117,PIPO,5.7,6.7,26.1,,,4330660,490267,NA,NA
3007,PIPO,5.7,4.9,25,,,4330730,490027,NA,NA
2825,PIPO,5.7,8.3,22.2,,,4330900,490277,NA,NA
154,PIPO,5.8,13.5,24.1,,Dead Top,4330900,490107,NA,NA
2430,PIPO,5.8,12.6,14.3,BROKEN TOP,Measurement Issue,4330620,490023,NA,NA
1206,PIPO,5.8,17.5,37.5,,,4330780,490217,NA,NA
429,PIPO,5.8,16.2,21.2,,,4330870,490213,NA,NA
2488,PIPO,5.8,13.3,37,,,4330600,490059,NA,NA
2151,PIPO,5.8,12.9,29.3,,,4330660,490013,NA,NA
2360,PIPO,5.8,23.7,43.5,,,4330650,490218,NA,NA
1884,PIPO,5.8,9,18,,,4330710,490300,NA,NA
2566,PIPO,5.8,7.9,34.5,,,4330620,490160,NA,NA
1118,PIPO,5.8,7.5,15,,,4330780,490136,NA,NA
2936,PIPO,5.8,10.9,27.1,,,4330830,490160,NA,NA
3012,PIPO,5.8,6,24,,,4330730,490035,NA,NA
2812,PIPO,5.8,9.7,28.3,,,4330900,490143,NA,NA
462,PIPO,5.8,14.1,34.5,,,4330870,490249,NA,NA
715,PIPO,5.9,14.6,16.5,,Broken Top,4330830,490288,NA,NA
1742,PIPO,5.9,15.4,28.3,estimated dbh,DBH @ 5.5 feet,4330720,490176,NA,NA
1681,PIPO,5.9,33.6,36.1,,Dead Top,4330720,490137,NA,NA
1158,PIPO,5.9,7.9,19.5,,Dead Top,4330770,490165,NA,NA
2133,PIPO,5.9,0,43.4,dead top,"Dead, 2010 Height Issue",4330690,490285,NA,NA
3080,PIPO,5.9,9,27,,Forked above DBH,4330680,490254,NA,NA
2358,PIPO,5.9,30.3,46.3,,,4330650,490219,NA,NA
714,PIPO,5.9,15.5,21.6,,,4330830,490288,NA,NA
1584,PIPO,5.9,14.1,28.3,,,4330690,490047,NA,NA
2720,PIPO,5.9,9.2,24.4,,,4330630,490304,NA,NA
857,PIPO,5.9,9,38.7,,,4330810,490124,NA,NA
1604,PIPO,5.9,8.6,27.2,,,4330710,490054,NA,NA
805,PIPO,5.9,7.7,27.4,,,4330800,490064,NA,NA
3310,PIPO,5.9,7.5,24,,,4330910,490280,NA,NA
2215,PIPO,5.9,7.2,37.1,,,4330630,490044,NA,NA
2840,PIPO,5.9,6.6,23.7,,,4330900,490297,NA,NA
170,PIPO,5.9,11.4,30,1.4 not 11.4 in 1983,,4330910,490124,NA,NA
615,PIPO,5.9,6,24.3,,,4330830,490134,NA,NA
2956,PIPO,5.9,9.9,23.6,,,4330830,490168,NA,NA
2998,PIPO,5.9,10.4,26.2,,,4330760,490108,NA,NA
3128,PIPO,5.9,7.2,23.9,,,4330660,490282,NA,NA
3074,PIPO,5.9,10,27.5,,,4330680,490250,NA,NA
2994,PIPO,5.9,7.4,26.1,,,4330750,490039,NA,NA
3134,PIPO,5.9,7.7,27.4,,,4330610,490068,NA,NA
153,PIPO,6,13.5,16.2,,Dead Top,4330900,490109,NA,NA
2686,PIPO,6,10.7,31.4,,Forked to 2687,4330620,490265,NA,NA
2623,PIPO,6,35.6,46,,,4330630,490215,NA,NA
2471,PIPO,6,16.3,42.7,,,4330630,490036,NA,NA
2287,PIPO,6,15.5,17.5,,,4330660,490142,NA,NA
954,PIPO,6,15.4,36.8,,,4330810,490236,NA,NA
415,PIPO,6,15.1,34.1,,,4330860,490206,NA,NA
1399,PIPO,6,12.4,38.3,,,4330730,490128,NA,NA
2472,PIPO,6,12.4,26.8,,,4330620,490043,NA,NA
1655,PIPO,6,12,27.4,,,4330700,490098,NA,NA
1589,PIPO,6,11.3,35.4,,,4330700,490057,NA,NA
741,PIPO,6,10.9,24,,,4330790,490009,NA,NA
1587,PIPO,6,7.2,36.1,,,4330700,490054,NA,NA
2469,PIPO,6,10,18.2,,,4330630,490033,NA,NA
2845,PIPO,6.1,6.8,28.7,,Extreme Lean,4330870,490010,NA,NA
2307,PIPO,6.1,17,26.9,,Measurement Issue,4330660,490161,NA,NA
2446,PIPO,6.1,17.7,46,,,4330600,490029,NA,NA
2427,PIPO,6.1,14.9,39.6,,,4330620,490017,NA,NA
1060,PIPO,6.1,14,17,,,4330770,490038,NA,NA
2680,PIPO,6.1,13.8,32.3,,,4330630,490264,NA,NA
525,PIPO,6.1,12.2,33.9,,,4330840,490009,NA,NA
2477,PIPO,6.1,11,38.2,,,4330620,490045,NA,NA
2583,PIPO,6.1,11,26,,,4330620,490194,NA,NA
353,PIPO,6.1,10.6,19.3,,,4330860,490112,NA,NA
2256,PIPO,6.1,10.1,27,,,4330640,490105,NA,NA
2847,PIPO,6.1,8.5,31.8,,,4330870,490012,NA,NA
2219,PIPO,6.1,7.4,15.6,,,4330640,490054,NA,NA
2050,PIPO,6.1,5.7,18.4,,,4330700,490200,NA,NA
1993,PSME,6.1,5.2,28.6,D. FIR,,4330680,490108,NA,NA
1820,PIPO,6.1,9.6,36.1,,,4330730,490254,NA,NA
2894,PIPO,6.1,8,24.7,,,4330870,490240,NA,NA
2829,PIPO,6.1,6.9,25.1,,,4330920,490279,NA,NA
62,PIPO,6.1,10.1,25.9,,,4330880,490044,NA,NA
2130,PIPO,6.2,13.8,30.6,,Dead Top,4330690,490286,NA,NA
653,PIPO,6.2,10.3,18.4,,Dead Top,4330850,490198,NA,NA
1677,PIPO,6.2,9.1,35.5,,Dead Top,4330720,490138,NA,NA
1383,PIPO,6.2,8.9,19.5,severe lean,Extreme Lean,4330740,490110,NA,NA
2420,PIPO,6.2,29.5,42.9,,,4330670,490312,NA,NA
2348,PIPO,6.2,25.5,45.2,,,4330640,490212,NA,NA
1809,PIPO,6.2,14.7,34.1,,,4330720,490239,NA,NA
1946,PIPO,6.2,12.5,36.2,,,4330660,490049,NA,NA
1684,PIPO,6.2,9.2,38.8,,,4330710,490140,NA,NA
1675,PIPO,6.2,8.6,14,,,4330720,490135,NA,NA
2381,PIPO,6.2,7.9,33.8,,,4330640,490231,NA,NA
1235,PIPO,6.2,5.9,24.9,,,4330790,490253,NA,NA
2939,PIPO,6.2,10.9,25.1,,,4330830,490166,NA,NA
3090,PIPO,6.2,8.3,24.1,,,4330690,490262,NA,NA
2819,PIPO,6.2,7.3,28.2,,,4330910,490252,NA,NA
2925,PIPO,6.2,10,34.7,,,4330820,490160,NA,NA
459,PIPO,6.2,9.5,26.5,,,4330880,490255,NA,NA
2736,PIPO,6.2,7.1,31.7,83 dbh?,,4330890,490125,NA,NA
2853,PIPO,6.3,11,12.1,LEANER,Broken Top,4330870,490018,NA,NA
652,PIPO,6.3,10.5,34.5,dbh taken below limb,Dead Top,4330850,490199,NA,NA
1793,PIPO,6.3,8.4,22.7,,Dead Top,4330720,490225,NA,NA
2387,PIPO,6.3,28.6,46.5,,,4330660,490242,NA,NA
867,PIPO,6.3,20.1,43.7,,,4330790,490129,NA,NA
1821,PIPO,6.3,18.6,30.7,,,4330730,490256,NA,NA
2156,PIPO,6.3,13.9,34.1,,,4330640,490015,NA,NA
2663,PIPO,6.3,7.8,32.4,,,4330610,490232,NA,NA
2859,PIPO,6.3,18.5,27.5,,,4330870,490032,NA,NA
2857,PIPO,6.3,12.2,29.5,,,4330870,490026,NA,NA
2842,PIPO,6.3,8,25.6,,,4330910,490292,NA,NA
2889,PIPO,6.3,5.8,23.7,,,4330860,490182,NA,NA
278,PIPO,6.3,17,39,,,4330900,490287,NA,NA
3113,PIPO,6.3,9,28.5,,,4330670,490260,NA,NA
2077,PIPO,6.4,15.5,36.7,,Dead top,4330700,490215,4,2.8
1976,PIPO,6.4,14.1,39.2,,Extreme Lean,4330670,490097,NA,NA
1064,PIPO,6.4,6.8,15.7,"SWOOP, TOPPED",Measurement Issue,4330760,490039,NA,NA
576,PIPO,6.4,16.4,24.1,,Measurement Issue,4330830,490100,NA,NA
2621,PIPO,6.4,33.5,52.6,,,4330640,490215,NA,NA
1740,PIPO,6.4,29.3,49.1,,,4330720,490174,3,1.74
2640,PIPO,6.4,27,44.1,,,4330640,490211,NA,NA
1792,PIPO,6.4,23,27,LEANER,,4330720,490226,NA,NA
2573,PIPO,6.4,16.2,38.8,,,4330630,490167,NA,NA
345,PIPO,6.4,14.4,33.7,,,4330850,490101,NA,NA
1495,PIPO,6.4,10.4,38,,,4330760,490244,5,3.12
644,PIPO,6.4,10.2,18.5,,,4330820,490211,NA,NA
2419,PIPO,6.4,7.4,30.2,,,4330660,490309,NA,NA
1839,PIPO,6.4,6.5,23.1,,,4330710,490252,NA,NA
2586,PIPO,6.4,6,13.9,,,4330620,490183,NA,NA
550,PIPO,6.4,9.6,26.3,,,4330820,490066,NA,NA
1419,PIPO,6.4,8.7,28.4,,,4330750,490149,NA,NA
3047,PIPO,6.4,14.3,28.4,,,4330710,490030,NA,NA
3082,PIPO,6.4,6.4,25.8,,,4330670,490258,NA,NA
3021,PIPO,6.4,7.2,25,,,4330750,490101,NA,NA
923,PIPO,6.4,12.3,35,,,4330810,490207,NA,NA
937,PIPO,6.5,13.9,22.8,dead top,Dead Top,4330820,490220,NA,NA
966,PIPO,6.5,0,17,SD,DS,4330810,490244,NA,NA
1763,PIPO,6.5,19.5,30,,Extreme Lean,4330720,490218,NA,NA
611,PIPO,6.5,10.6,27.5,,Extreme Lean,4330830,490123,NA,NA
162,PIPO,6.5,26.1,37.5,,Measurement Issue,4330900,490109,NA,NA
2598,PIPO,6.5,18.2,36.2,,,4330620,490194,NA,NA
2679,PIPO,6.5,15.8,32.4,,,4330630,490267,NA,NA
255,PIPO,6.5,11.4,33,,,4330900,490245,NA,NA
983,PIPO,6.5,9.6,17.6,91 dbh is 5.8 not 6.8,,4330810,490257,NA,NA
1779,PIPO,6.5,9.2,29.1,,,4330730,490209,NA,NA
2084,PIPO,6.5,8,17.8,,,4330700,490221,NA,NA
1058,PIPO,6.5,8,14.6,,,4330780,490040,NA,NA
2683,PIPO,6.5,7.8,34.6,,,4330630,490261,NA,NA
1472,PIPO,6.5,12,38.7,,,4330740,490215,NA,NA
2930,PIPO,6.5,11.4,31.4,,,4330830,490165,NA,NA
3023,PIPO,6.5,9.4,28.1,,,4330750,490106,NA,NA
3118,PIPO,6.5,7.9,30,,,4330670,490269,NA,NA
2636,PIPO,6.6,9.6,16.8,,Broken Top,4330640,490205,NA,NA
1315,PIPO,6.6,0,3.8,,Broken Top,4330720,490013,NA,NA
245,PIPO,6.6,11.8,22.1,,Dead Top,4330910,490224,NA,NA
1817,PIPO,6.6,10,16.5,,Extreme Lean,4330730,490251,NA,NA
782,PIPO,6.6,16.2,28.6,,Measurement Issue,4330800,490040,NA,NA
1265,PIPO,6.6,18.5,39,,,4330780,490280,NA,NA
1007,PIPO,6.6,14.1,37.1,,,4330820,490295,NA,NA
189,PIPO,6.6,11.9,22.2,BROKEN TOP,,4330890,490155,NA,NA
759,PIPO,6.6,11.7,30.5,,,4330800,490010,NA,NA
938,PIPO,6.6,10.3,33,,,4330820,490218,NA,NA
762,PIPO,6.6,10,29.1,,,4330800,490015,NA,NA
2616,PIPO,6.6,15.8,39,,,4330630,490217,NA,NA
1941,PIPO,6.6,8.3,31.6,,,4330680,490043,NA,NA
3006,PIPO,6.6,5.6,25.3,,,4330720,490028,NA,NA
1222,PIPO,6.7,0,0,,Broken Top,4330770,490220,NA,NA
1913,PIPO,6.7,13,23,,Extreme Lean,4330660,490013,NA,NA
49,PIPO,6.7,26.4,31,,Extreme Lean,4330900,490042,NA,NA
1032,PIPO,6.7,12.4,20.2,,Measurement Issue,4330750,490015,NA,NA
1750,PIPO,6.7,20.4,33.8,,,4330700,490194,NA,NA
2642,PIPO,6.7,19.5,49.2,,,4330640,490223,NA,NA
507,PIPO,6.7,17.4,35.4,,,4330820,490018,NA,NA
1954,PIPO,6.7,15.8,39.7,,,4330670,490059,NA,NA
1644,PIPO,6.7,15.5,30.4,,,4330720,490082,NA,NA
1427,PIPO,6.7,12.5,18.8,,,4330750,490153,NA,NA
1953,PIPO,6.7,12.2,37.9,,,4330670,490057,NA,NA
2003,PIPO,6.7,11.8,34.2,,,4330680,490130,NA,NA
1079,PIPO,6.7,10.9,34.5,,,4330780,490068,NA,NA
2904,PIPO,6.7,8.6,28.4,,,4330820,490057,NA,NA
3119,PIPO,6.7,10.2,25.7,,,4330670,490272,NA,NA
3009,PIPO,6.7,6.5,26,,,4330730,490030,NA,NA
3071,PIPO,6.7,6.1,30.3,,,4330680,490185,NA,NA
6,PIPO,6.7,11.7,34.6,,,4330890,490000,NA,NA
1585,PIPO,6.7,12.9,37.5,,,4330690,490048,NA,NA
2124,PIPO,6.8,10.1,27.8,,Dead Top,4330700,490290,NA,NA
1917,PIPO,6.8,0,37.9,,DS,4330670,490021,NA,NA
1295,PIPO,6.8,0,17,"DEAD TOP, LEANER",DS,4330800,490294,NA,NA
1665,PIPO,6.8,12.1,20.5,,Extreme Lean,4330710,490123,NA,NA
