TreeNumber,UTM_X,UTM_Y,Grid_X,Grid_Y,Species,D.A.,DBH_cm,Height_m,CBH_m
25,1019301.175,4334810.491,225.1,4.2,PIEN,,6.096,3.8,1.5
33,1019353.977,4335000.282,285.9,191.6,PIEN,,6.096,3.8,1
89,1019186.523,4334960.441,117,158.7,PIEN,,6.096,3.8,0.9
61,1019339.813,4334816.404,264,8.5,PIEN,,6.096,3.8,0.8
35,1019270.908,4335124.53,208.2,319.2,PIPU,,6.096,3.8,1.3
20,1019240.084,4334843.161,165.6,39.4,PIEN,,6.35,3.8,1.8
38,1019244.086,4334895.342,171.7,91.3,PIEN,,6.35,3.8,1.8
126,1019119.782,4334923.217,48.6,124.4,PIEN,,6.35,3.8,1.7
45,1019208.49,4335164.037,147.3,361.3,PIEN,,6.35,3.8,1.6
83,1019368.862,4334846.863,294.4,37.6,PIEN,,6.35,3.8,1.6
6,1019395.297,4334823.812,319.8,13.4,PIEN,,6.35,3.8,0.5
56,1019324.386,4334847.149,250,39.8,PIEN,,6.35,3.8,0.4
20,1019285.519,4334857.245,211.5,51.5,PIEN,,6.35,3.8,0.2
124,1019120.828,4334924.274,49.7,125.4,PIPU,,6.35,3.8,1.7
13,1019386.274,4334854.975,312,45,PIPU,,6.35,3.8,1.1
48,1019195.33,4334862.656,121.5,60.8,PIEN,,6.604,3.8,1.7
25,1019304.885,4335125.791,242.2,319.1,PIEN,,6.604,3.8,0.9
14,1019215.026,4334847.759,140.6,45.1,PIEN,,6.604,3.8,0.3
15,1019088.781,4335205.374,29.5,407.6,PIPO,,6.604,3.8,2.1
24,1019425.648,4335067.988,360.4,256.3,PIPO,,6.604,3.8,1.1
52,1019188.205,4334899.247,116.1,97.5,POTR,,6.604,3.8,2.3
14,1019209.291,4334873.209,136,70.6,PIEN,,6.858,3.8,2.1
9,1019460.771,4335141.724,398.5,328.3,PIPU,,6.858,3.8,0.2
4,1019398.642,4335152.409,336.8,341.6,PIEN,,7.112,3.8,0.6
32,1019231.052,4335099.626,167.3,296,PIEN,,7.112,3.8,0
29,1019143.002,4334830.903,68,31.2,PIPO,,7.112,3.8,3
13,1019136.49,4335096.515,72.7,296.8,PIPO,,7.112,3.8,1.8
29,1019394.815,4335062.186,329.3,251.7,PIPO,,7.366,3.8,1.2
28,1019211.177,4334850.478,136.9,47.8,PIEN,,7.62,3.8,1.3
71,1019193.955,4334908.245,122.1,106.4,PIPU,,7.62,3.8,1.5
9,1019431.692,4334992.506,363.1,180.6,PIPU,,7.62,3.8,0
23,1019394.266,4334958.819,324.38,148.5,PIPU,,7.62,3.8,0
52,1019177.597,4334945.549,107.3,144.3,PIEN,,7.874,3.8,1.3
50,1019322.487,4335137.919,260.2,330.5,PIPU,,7.874,3.8,2.1
47,1019349.615,4334880.108,276.5,71.6,PIPU,,7.874,3.8,0.8
27,1019435.384,4335002.215,367.3,190.1,PIPU,,7.874,3.8,0
32,1019471.604,4334892.864,399,79.2,PIPO,,7.874,3.8,1
7,1019365.351,4334939.501,294.7,130.3,PIPU,,8.128,3.8,0.6
23,1019473.476,4335136.271,410.9,322.4,PIEN,,8.382,3.8,0.3
32,1019424.153,4335177.755,363.4,366,PIFL2,,8.89,3.8,1.7
16,1019479.459,4334907.481,407.4,93.6,PIEN,,8.89,3.8,0
26,1019466.02,4334992.503,397.6,179,PIPU,,8.89,3.8,0.7
32,1019484.298,4335153.148,422.6,338.9,PIEN,,9.144,3.8,1.1
16,1019136.087,4335185.312,75.9,385.5,PIPU,,9.144,3.8,0.8
26,1019139.394,4334940.859,68.9,141.2,PIPU,,9.144,3.8,0.6
9,1019097.696,4334866.492,24.2,68.7,PIEN,,9.398,3.8,1.2
4,1019430.182,4334871.083,356.7,59.2,PIPO,,9.398,3.8,1
32,1019298.145,4335118.844,235.1,312.3,PIPU,,9.652,3.8,0.9
8,1019453.9,4335073.77,388.7,260.8,PIPO,,9.652,3.8,1.5
7,1019477.672,4335061.292,412,247.3,PIPO,,10.414,3.8,1.9
7,1019132.817,4335178.631,72.5,379,PIPO,,10.668,3.8,2
67,1019441.009,4335177.127,380.2,364.7,PIEN,,11.176,3.8,0.1
25,1019354.074,4335165.808,293,356.9,POTR,,16.51,3.8,2.5
11,1019184.221,4334933.583,113.5,132,PIEN,,20.828,3.8,3.4
60,1019372.182,4334856.351,298,46.9,PIEN,,3.556,3.9,1.8
54,1019488.944,4335127.458,426.1,313,POTR,,3.81,3.9,3.4
17,1019367.395,4334831.064,292.1,21.9,PIEN,,4.064,3.9,1.8
37,1019222.321,4334874.881,149.1,71.8,PIEN,,4.064,3.9,1.2
20,1019454.759,4335176.553,393.9,363.4,PIEN,,4.064,3.9,1.1
43,1019349.891,4335163.484,288.7,354.8,PIEN,,4.064,3.9,0.8
63,1019333.072,4334865.032,259.4,57.2,PIEN,,4.064,3.9,0.5
108,1019120.99,4334926.886,50,128,PIPU,,4.318,3.9,1.1
3,1019438.21,4335194.42,378.1,381.9,PIEN,,4.318,3.9,3.3
61,1019261.11,4334833.741,186.1,29.1,PIEN,,4.318,3.9,2.1
22,1019416.336,4334833.399,341.1,22.3,PIEN,,4.318,3.9,2
7,1019271.673,4334907.998,199.7,102.7,PIEN,,4.318,3.9,1.7
31,1019395.583,4335168.57,334.6,357.9,PIEN,,4.318,3.9,1.6
24,1019128.127,4335134.123,65.9,334.8,POTR,,4.318,3.9,2.9
24,1019263.23,4334829.647,188,24.9,PSME,,4.572,3.9,1.9
15,1019142.232,4334968.947,73,169.1,PIPU,,4.572,3.9,0.5
36,1019332.778,4335163.298,271.6,355.3,PIEN,,4.572,3.9,2.8
33,1019112.83,4334972.015,43.8,173.5,PIEN,,4.572,3.9,0.6
17,1019124.88,4335044.649,58.8,245.4,PIPO,,4.572,3.9,0.8
9,1019279.417,4335157.423,218,351.6,PIEN,,4.826,3.9,2.5
102,1019316.266,4335180.466,255.8,373.1,PIEN,,4.826,3.9,1.2
72,1019259.606,4334810.731,183.6,6.2,PIEN,,4.826,3.9,1.1
6,1019196.729,4334900.883,124.7,98.9,PIEN,,4.826,3.9,0.5
10,1019287.243,4335122.373,224.4,316.4,PSME,,5.08,3.9,0.5
106,1019266.449,4334838.83,191.7,33.9,PIEN,,5.08,3.9,0.5
10,1019473.102,4334987.352,404.4,173.7,POTR,,5.08,3.9,2.4
77,1019325.841,4335160.026,264.5,352.4,PIEN,,5.334,3.9,3.1
52,1019227.136,4335196.148,167.4,392.6,PIEN,,5.334,3.9,1.7
132,1019272.246,4334840.939,197.6,35.7,PIEN,,5.334,3.9,1.4
3,1019270.916,4334849.379,196.5,44.2,PIEN,,5.334,3.9,1.4
61,1019193.294,4334957.377,123.6,155.5,PIEN,,5.334,3.9,0.6
24,1019295.489,4334950.578,225.3,144.4,PIPO,,5.334,3.9,0.2
32,1019076.207,4334915.641,4.9,118.7,PIEN,,5.588,3.9,0.1
62,1019473.429,4335188.939,413.2,375,PIEN,,5.588,3.9,2
28,1019449.213,4335169.351,388.2,356.5,PIEN,,5.588,3.9,1.1
12,1019324.967,4334874.716,251.6,67.3,PIEN,,5.588,3.9,0.7
29,1019487.032,4335152.592,425.3,338.2,POTR,,5.588,3.9,2.6
119,1019263.516,4334897.153,191.2,92.3,PIEN,,5.842,3.9,1.1
11,1019128.53,4334908.96,56.8,109.7,PIEN,,5.842,3.9,0.5
18,1019390.527,4335021.406,323.3,211.2,POTR,,5.842,3.9,2.5
8,1019169.861,4335126.982,107.2,325.9,PSME,,6.096,3.9,0
55,1019302.737,4335190.463,242.6,383.8,PIEN,,6.096,3.9,1.6
5,1019209.004,4334867.285,135.4,64.7,PIEN,,6.096,3.9,1.5
32,1019220.908,4334904.145,148.8,101.1,PIEN,,6.096,3.9,0.8
5,1019440.533,4335197.83,380.6,385.4,PIEN,,6.096,3.9,0.7
35,1019429.35,4334975.859,360.1,164.1,PIPU,,6.096,3.9,0.6
30,1019207.212,4334918.861,135.9,116.3,PIEN,,6.35,3.9,0.9
57,1019202.753,4335198.982,143.2,396.5,PIEN,,6.35,3.9,0.2
17,1019510.489,4334884.672,437.4,69.4,POTR,,6.35,3.9,2.9
23,1019354.724,4335178.459,294.1,369.5,PIEN,,6.604,3.9,2.4
1,1019281.301,4335148.31,219.4,342.4,PIEN,,6.604,3.9,2.3
45,1019218.44,4334818.501,142.9,15.7,PIEN,,6.604,3.9,1.8
50,1019194.83,4334952.952,124.9,151,PIEN,,6.604,3.9,0.9
10,1019113.869,4334925.208,42.8,126.7,PIPU,,6.604,3.9,0.7
6,1019097.328,4334939.17,26.8,141.3,PIPU,,6.604,3.9,0.3
7,1019159.467,4334897.344,87.3,96.9,PIPU,,6.604,3.9,0.1
42,1019441.813,4335144.244,379.7,331.6,PSME,,6.858,3.9,1.5
39,1019281.742,4334904.708,209.8,99.1,PIEN,,6.858,3.9,1.1
4,1019489.721,4334923.945,418.3,109.5,PIEN,,6.858,3.9,1
59,1019444.111,4335175.288,383.2,362.7,PIEN,,6.858,3.9,0.5
46,1019114.043,4334889.068,41.5,90.6,PIPU,,6.858,3.9,1
30,1019210.833,4334989.929,142.4,187.3,PIPO,,6.858,3.9,0.5
29,1019200.218,4334924.597,129,122.4,PSME,,7.112,3.9,1.3
36,1019273.834,4335137.702,211.6,332.2,PIEN,,7.112,3.9,0.3
58,1019126.375,4334969.627,57.2,170.4,PIPU,,7.112,3.9,1
79,1019202.114,4334953.437,132.2,151.1,PIPU,,7.112,3.9,0.1
8,1019296.234,4335136.366,233.9,329.9,PIEN,,7.366,3.9,0.3
21,1019086.959,4335198.168,27.3,400.5,PIPU,,7.366,3.9,1.3
20,1019416.758,4335023.377,349.6,212,PIPU,,7.366,3.9,0
5,1019234.604,4335025.815,167.6,222.1,PIPO,,7.366,3.9,0.5
33,1019229.94,4335127.004,167.2,323.4,PSME,,7.62,3.9,1.2
9,1019200.181,4335156.107,138.8,353.6,PSME,,7.62,3.9,1
5,1019281.512,4335140.211,219.4,334.3,PIEN,,7.62,3.9,0.1
20,1019080.305,4335194.913,20.7,397.6,PIEN,,7.62,3.9,0.1
9,1019095.984,4335190.035,36.1,391.9,POTR,,7.62,3.9,3.1
77,1019205.715,4335182.416,145.5,379.8,PIEN,,7.874,3.9,0
31,1019332.863,4335132.96,270.3,325,PIPU,,7.874,3.9,0.9
48,1019233.252,4334911.189,161.5,107.7,PIEN,,8.128,3.9,1.7
8,1019301.53,4334817.019,225.8,10.7,PIEN,,8.128,3.9,1.5
49,1019393.063,4335159.424,331.6,348.9,PIEN,,8.128,3.9,1.5
27,1019246.092,4334812.536,170.2,8.5,PIEN,,8.128,3.9,0.6
10,1019121.171,4334861.909,47.4,63.1,PIPO,,8.128,3.9,2.2
27,1019396.57,4335061.177,331,250.6,POTR,,8.128,3.9,3.5
11,1019248.771,4335069.103,183.6,264.8,POTR,,8.128,3.9,2.4
34,1019171.083,4335193.837,111.3,392.6,PIPU,,8.382,3.9,1.3
7,1019163.099,4334904.746,91.1,104.1,PIFL2,,8.636,3.9,2.7
25,1019416.003,4334991.893,347.4,180.6,PIEN,,8.636,3.9,3
20,1019106.881,4334911.238,35.3,112.9,PIEN,,8.636,3.9,0.5
35,1019324.601,4334823.829,249.2,16.5,PIEN,,8.636,3.9,0
44,1019423.32,4335006.901,355.5,195.2,PIEN,,8.636,3.9,0
17,1019068.353,4335164.959,7.4,368.1,PIPU,,8.636,3.9,0.8
1,1019135.281,4334840.907,60.6,41.6,PIPU,,8.89,3.9,1.1
28,1019125.53,4334845.417,51.1,46.4,PSME,,9.144,3.9,1.9
28,1019235.405,4334985.403,166.7,181.7,PIPO,,9.144,3.9,1.7
67,1019192.942,4334860.146,119.2,58.2,PIEN,,9.398,3.9,2
65,1019191.225,4334891.396,118.7,89.5,PIEN,,9.398,3.9,0.3
19,1019240.378,4334999.285,172.4,195.3,PIEN,,9.398,3.9,0.1
42,1019391.251,4335061.397,325.7,251.1,PIEN,,9.652,3.9,0
48,1019468.4,4335185.568,408,371.9,PIEN,,10.16,3.9,1
2,1019179.115,4335154.909,117.7,353.3,PIPO,,10.668,3.9,0.9
41,1019130.443,4335199.233,71,399.7,PSME,,11.43,3.9,1.2
38,1019413.868,4334963.444,344.2,152.3,PIPO,,11.938,3.9,3.6
7,1019278.643,4335016.394,211.3,210.8,PIPO,,12.192,3.9,2.6
23,1019237.581,4335095.466,173.6,291.5,PIEN,,12.446,3.9,0
11,1019249.108,4335021.958,182.1,217.7,PIPO,,12.7,3.9,3
44,1019222.82,4335140.446,160.8,337.2,PIPO,,17.526,3.9,2.1
12,1019218.687,4335094.885,154.7,291.7,PIPO,,19.05,3.9,0.3
5,1019511.099,4334824.825,435.5,9.6,PIPO,,20.066,3.9,3.6
20,1019120.053,4334933.246,49.4,134.4,PIEN,,21.844,3.9,0.7
77,1019137.513,4334934.452,66.9,134.9,PIEN,,2.794,4,1.3
53,1019077.263,4334974.275,8.4,177.2,PIEN,,3.556,4,1.5
27,1019437.886,4334817.499,362,5.5,PIEN,,3.556,4,1
50,1019161.2,4335181.898,100.8,381.2,PIPO,,3.556,4,0.7
137,1019119.215,4334920.684,47.9,121.9,PIEN,,3.81,4,2.2
80,1019326.271,4334862.97,252.5,55.5,PIEN,,4.064,4,0
61,1019371.257,4334856.802,297.1,47.4,PIEN,,4.318,4,2.3
25,1019314.682,4335172.571,253.8,365.3,PIEN,,4.572,4,2.4
8,1019444,4334813.617,367.9,1.3,PIEN,,4.572,4,1.5
110,1019117.485,4334917.088,46.2,118.4,PIEN,,4.572,4,1.4
169,1019457.324,4335192.411,397.3,379.1,PIEN,,4.572,4,1
2,1019193.03,4334898.885,120.9,97.1,PIEN,,4.572,4,0.1
53,1019121.395,4334924.905,50.3,126,PIPU,,4.826,4,1.7
120,1019459.567,4335180.312,398.9,366.9,PIEN,,4.826,4,1.8
70,1019459.941,4335200.041,400.1,386.8,PIEN,,4.826,4,1.6
66,1019441.472,4335175.95,380.6,363.5,PSME,,5.08,4,0.7
1,1019210.617,4334903.719,138.5,101,PIEN,,5.08,4,2.7
65,1019073.568,4334975.982,4.8,179.1,PIEN,,5.08,4,2.6
152,1019446.871,4335189.354,386.7,376.6,PIEN,,5.08,4,1
33,1019454.329,4335198.26,394.4,385.1,PIEN,,5.08,4,0.7
59,1019432.087,4334828.726,356.8,16.8,PIEN,,5.08,4,0.5
79,1019192.192,4334863.309,118.4,61.4,PIEN,,5.08,4,0.5
58,1019463.128,4335194.702,403,381.3,PIEN,,5.08,4,0.4
46,1019125.625,4334928.233,54.7,129.1,PIEN,,5.08,4,0.4
29,1019197.732,4334820.027,122.3,18.1,PIEN,,5.08,4,0.2
13,1019120.41,4335115.007,57.4,315.9,POTR,,5.08,4,2.9
13,1019352.012,4334816.75,276.2,8.2,POTR,,5.08,4,2.1
2,1019298.616,4335167.733,237.5,361.1,PIFL2,,5.334,4,1.1
5,1019416.568,4335036.784,349.9,225.4,PIPU,,5.334,4,0.5
84,1019368.526,4334845.644,294,36.4,PIEN,,5.334,4,1.8
10,1019296.47,4335137.58,234.2,331.1,PIFL2,,5.588,4,1.3
11,1019385.454,4334855.332,311.2,45.4,PIPU,,5.588,4,1.4
52,1019307.676,4335160.786,246.4,353.9,PIEN,,5.588,4,1.6
37,1019206.481,4334869.555,133,67.1,PIEN,,5.588,4,1.2
6,1019368.635,4334832.231,293.4,23,PIEN,,5.588,4,0.9
52,1019130.431,4334972.428,61.4,173.2,PIEN,,5.588,4,0.7
68,1019308.34,4335130.88,245.7,324,PIEN,,5.588,4,0.5
24,1019295.5,4335121.508,232.6,315.1,POTR,,5.588,4,2.1
40,1019092.436,4334900.359,20.3,102.8,PIEN,,5.842,4,1.7
28,1019177.837,4335013.953,110.5,212.6,PIFL2,,5.842,4,0.5
66,1019413.561,4334826.863,338.2,15.7,PSME,,5.842,4,1.2
84,1019177.845,4334908.012,106,106.8,PIPU,,5.842,4,0.6
17,1019242.878,4334920.411,171.6,116.4,PIEN,,5.842,4,0.6
14,1019089.959,4334905.554,18.1,107.9,PIEN,,5.842,4,0.5
4,1019192.657,4334898.364,120.5,96.6,PIEN,,5.842,4,0.3
66,1019338.308,4334822.133,262.8,14.3,PIEN,,5.842,4,0.1
24,1019261.289,4335038.124,194.9,233.2,PIFL2,,6.096,4,0.1
17,1019331.879,4335186.281,271.7,378.3,PSME,,6.096,4,1.8
63,1019184.138,4334896.629,111.9,95.1,PIPU,,6.096,4,0.1
20,1019212.553,4334879.69,139.6,76.9,PIEN,,6.096,4,3.6
45,1019298.252,4335195.752,238.4,389.1,PIEN,,6.096,4,0.3
21,1019372.741,4334818.63,297,9.2,PIEN,,6.096,4,0
18,1019412.291,4335094.034,348,282.8,PIPO,,6.096,4,0
42,1019112.522,4334895.096,40.3,96.7,PIFL2,,6.35,4,0.7
24,1019415.784,4334832.468,340.5,21.4,PIEN,,6.35,4,2.3
26,1019161.874,4334847.405,87.5,46.9,PIEN,,6.35,4,1.5
34,1019272.064,4335125.393,209.4,320,PIEN,,6.35,4,1.3
59,1019259.163,4334884.805,186.2,80.2,PIEN,,6.35,4,1.1
21,1019258.955,4334884.596,186.2,80,PIEN,,6.35,4,1
5,1019321.794,4335124.183,259,316.6,PIEN,,6.35,4,0.9
19,1019485.197,4335184.137,424.7,369.8,PIEN,,6.35,4,0.7
90,1019204.309,4334959.261,134.7,156.8,PIEN,,6.35,4,0.7
94,1019255.637,4334900.341,183.5,95.9,PIEN,,6.35,4,0.6
6,1019494.803,4335134.077,432.3,319.3,PIPU,,6.35,4,0
54,1019223.812,4335127.38,161.1,324.1,PSME,,6.604,4,0.7
37,1019225.354,4335109.237,161.9,305.9,PSME,,6.604,4,0.6
49,1019241.964,4335155.559,180.5,351.5,PIEN,,6.604,4,2.2
53,1019233.949,4334916.934,162.5,113.4,PIEN,,6.604,4,1.8
30,1019160.387,4334929.836,89.5,129.3,PIEN,,6.604,4,1.6
20,1019311.698,4335121.946,248.8,314.9,PIEN,,6.604,4,1.5
22,1019129.03,4334941.831,58.6,142.5,PIEN,,6.604,4,1.5
42,1019236.245,4335167.49,175.2,363.5,PIEN,,6.604,4,1.1
98,1019129.105,4334926.815,58.1,127.5,PIEN,,6.604,4,1.1
63,1019285.621,4334814.893,209.8,9.2,PIEN,,6.604,4,0.7
43,1019287.924,4335174.878,227.2,368.8,PIEN,,6.604,4,0.2
51,1019185.262,4335196.471,125.6,394.7,PIEN,,6.858,4,0.8
52,1019282.963,4335172.112,222.1,366.3,PIFL2,,7.112,4,3
37,1019454.168,4335147.283,392.2,334.2,PIFL2,,7.112,4,1.4
16,1019139.344,4334928.24,68.4,128.6,PIEN,,7.112,4,2.2
13,1019198.197,4334844.083,123.6,42.1,PIEN,,7.112,4,0.6
63,1019305.935,4335138.463,243.7,331.7,PIEN,,7.112,4,0.5
10,1019409.956,4334830.977,334.6,20,PIEN,,7.112,4,0.5
38,1019322.978,4335178.499,262.4,371,PIEN,,7.112,4,0.1
69,1019445.866,4334987.348,377.2,174.7,PIPU,,7.112,4,1.6
2,1019188.117,4335014.579,120.8,212.9,PIPO,,7.112,4,0.5
6,1019395.322,4335100.564,331.4,290,PIPO,,7.112,4,0.5
20,1019300.435,4334807.447,224.2,1.2,PIEN,,7.366,4,1
14,1019248.306,4334872.034,174.9,67.8,PIEN,,7.366,4,0.8
3,1019423.046,4334896.839,350.5,85.3,PIPO,,7.366,4,1.3
5,1019261.631,4335097.021,197.7,292,PSME,,7.62,4,1
36,1019328.664,4335132.838,266.1,325.1,PSME,,7.62,4,0.1
18,1019436.286,4334925.159,365,113.1,PSME,,7.62,4,0
18,1019197.697,4334847.862,123.3,45.9,PIEN,,7.62,4,1.5
42,1019120.8,4334955.415,51.1,156.5,PIEN,,7.62,4,1.3
2,1019251.573,4334851.578,177.3,47.2,PIEN,,7.62,4,0.4
44,1019209.366,4335195.126,149.6,392.3,PIEN,,7.62,4,0.3
15,1019355.648,4334951.003,285.4,142.3,PIEN,,7.62,4,0.1
6,1019427.09,4334976.96,357.9,165.1,PIPU,,7.62,4,1.5
27,1019333.94,4334886.789,261.2,79.1,PIPU,,7.62,4,0.7
15,1019396.931,4335162.032,335.6,351.3,PIEN,,7.874,4,1.6
3,1019350.918,4335190.173,290.7,381.4,PIEN,,7.874,4,1
58,1019193.583,4334955.689,123.8,153.8,PIEN,,8.128,4,1.5
25,1019129.423,4335211.294,70.4,411.8,PIPU,,8.128,4,1.5
45,1019427.877,4335005.923,360,194.2,PIPU,,8.128,4,0
15,1019503.644,4334985.446,434.8,170.4,PIPO,,8.128,4,1.7
8,1019394.489,4335147.284,332.6,336.7,PIPO,,8.128,4,0.6
3,1019418.174,4335079.025,353.3,267.5,PIPO,,8.382,4,0.7
143,1019445.893,4335190.804,385.8,378.1,PIPO,,8.636,4,2
128,1019446.888,4335185.249,386.5,372.5,PIEN,,8.89,4,0.8
53,1019422.742,4334983.439,353.9,171.8,PIPU,,9.144,4,2
13,1019324.846,4334813.528,248.9,6.2,PIPO,,9.144,4,3.5
20,1019301.821,4334834.557,226.8,28.2,PIEN,,9.398,4,1.3
20,1019228.646,4334949.716,158.5,146.2,PIEN,,9.398,4,1
5,1019099.425,4334842.952,24.9,45.1,PIEN,,9.398,4,0.6
32,1019135.636,4334968.698,66.4,169.2,PIEN,,9.906,4,0.1
61,1019293.881,4335131.635,231.3,325.3,PIEN,,10.414,4,1
12,1019227.003,4335021.507,160,218.2,PIPO,,10.668,4,1
5,1019357.783,4335115.837,294.5,306.8,PSME,,12.192,4,0
8,1019425.974,4335075.414,360.9,263.7,PIPO,,12.192,4,0.5
27,1019423.896,4335203.776,364.3,392,PIPU,,13.97,4,2.2
52,1019297.114,4334878.768,224,72.6,PIPO,,16.002,4,1.7
23,1019386.873,4334847.097,312.4,37.1,PIPU,,1.27,4.1,2.5
9,1019352.214,4334834.084,277.1,25.5,PIEN,,3.048,4.1,3.6
33,1019267.834,4334889.37,195.1,84.3,PIEN,,3.048,4.1,0.6
14,1019268.395,4334893.906,195.9,88.8,PIPU,,3.302,4.1,0.8
40,1019467.847,4334922.906,396.4,109.4,PIPO,,3.302,4.1,1.9
76,1019137.308,4334934.541,66.7,135,PIEN,,3.302,4.1,2
92,1019119.245,4334917.882,48,119.1,PIEN,,4.064,4.1,2
16,1019448.932,4335198.074,389,385.2,PIEN,,4.318,4.1,2.5
24,1019129.292,4334942.545,58.9,143.2,PIEN,,4.318,4.1,1
71,1019259.759,4334809.737,183.7,5.2,PIEN,,4.318,4.1,0.6
134,1019121.034,4334920.379,49.7,121.5,PIEN,,4.572,4.1,2
73,1019354.213,4334845.506,279.7,36.8,PIEN,,4.572,4.1,1.8
10,1019130.536,4335140.057,68.4,340.6,POTR,,4.826,4.1,2.8
67,1019432.551,4334823.744,357,11.8,PIEN,,4.826,4.1,2.5
56,1019192.57,4334855.821,118.6,53.9,PIEN,,4.826,4.1,1.3
48,1019131.874,4334933.152,61.2,133.9,PIEN,,4.826,4.1,0.8
34,1019401.805,4335025.908,334.8,215.1,POTR,,4.826,4.1,3.2
42,1019228.981,4335193.442,169.1,389.8,PIEN,,5.08,4.1,2.8
110,1019265.777,4334836.391,190.9,31.5,PIEN,,5.08,4.1,1.8
40,1019091.759,4334947.887,21.7,150.3,PIEN,,5.08,4.1,0.6
22,1019114.065,4335032.963,47.6,234.3,PIPO,,5.08,4.1,0.9
4,1019471.81,4334946.729,401.4,133.2,PIFL2,,5.334,4.1,1.4
26,1019267.272,4334821.05,191.8,16.1,PIEN,,5.334,4.1,2.9
11,1019339.277,4334999.922,271.2,191.8,PIEN,,5.334,4.1,2.6
93,1019261.562,4334834.666,186.6,30,PIEN,,5.334,4.1,1.2
41,1019471.741,4334924.996,400.4,111.5,PIPO,,5.334,4.1,1.2
19,1019462.331,4334846.012,387.7,32.9,POTR,,5.334,4.1,2.5
5,1019419.186,4335180.815,358.6,369.1,PIEN,,5.588,4.1,0.8
37,1019183.301,4334901.091,111.3,99.6,PIEN,,5.588,4.1,0.7
5,1019468.12,4335011.822,400.5,198.4,PIPO,,5.588,4.1,0.5
8,1019246.753,4335061.487,181.4,257.3,POTR,,5.588,4.1,3.6
45,1019285.844,4335135.916,223.5,330,POTR,,5.588,4.1,2.9
12,1019110.523,4335091.453,46.5,292.9,POTR,,5.588,4.1,2.6
16,1019252.619,4335033.559,186,229.1,PIFL2,,5.842,4.1,0.2
24,1019399.498,4334906.626,327.5,96.1,PIPU,,5.842,4.1,0
49,1019301.885,4334894.941,229.4,88.5,PIEN,,5.842,4.1,2
6,1019286.272,4334827.544,210.9,21.8,PIEN,,5.842,4.1,1.7
41,1019371.338,4335201.651,311.7,392,PIEN,,5.842,4.1,1.2
13,1019228.124,4334873.086,154.8,69.7,PIEN,,5.842,4.1,0.7
23,1019197.34,4334896.91,125.1,94.9,PIEN,,5.842,4.1,0.4
24,1019454.689,4335087.23,390.2,274.2,POTR,,5.842,4.1,2.8
17,1019465.826,4334846.197,391.2,32.9,POTR,,5.842,4.1,2.6
12,1019084.144,4334978.944,15.3,181.5,PIPU,,6.096,4.1,0.7
26,1019479.92,4334921.824,408.4,107.9,PIPU,,6.096,4.1,0
35,1019390.479,4335170.402,329.6,360,PIEN,,6.096,4.1,2.1
68,1019352.657,4334848.427,278.3,39.8,PIEN,,6.096,4.1,2
33,1019140.665,4334937.322,70.2,137.6,PIEN,,6.096,4.1,0.2
3,1019469.199,4334918.17,397.5,104.6,POTR,,6.096,4.1,2.7
27,1019489.855,4335206.212,430.3,391.6,PIFL2,,6.35,4.1,2.8
13,1019192.446,4334943.112,122,141.3,PIPU,,6.35,4.1,0.2
43,1019306.886,4335176.064,246.2,369.2,PIEN,,6.35,4.1,2.3
76,1019123.063,4334919.886,51.7,120.9,PIEN,,6.35,4.1,1.7
12,1019125.655,4334908.408,53.9,109.3,PIEN,,6.35,4.1,1
38,1019365.169,4334862.088,291.3,53,PIEN,,6.35,4.1,0.4
22,1019452.43,4334868.837,378.8,56,PIEN,,6.35,4.1,0
30,1019063.95,4335103.344,0.4,306.8,PIFL2,,6.604,4.1,0
20,1019321.256,4335140.376,259.1,332.8,PIPU,,6.604,4.1,1
46,1019236.207,4334896.627,163.9,93,PIEN,,6.604,4.1,2.4
33,1019314.238,4334842.124,239.6,35.1,PIEN,,6.604,4.1,2
60,1019205.954,4335172.214,145.2,369.6,PIEN,,6.604,4.1,1.2
12,1019083.859,4335101.775,20.2,304.4,PIPO,,6.604,4.1,1.7
29,1019266.523,4334862.365,192.8,57.4,PSME,,6.858,4.1,1
12,1019250.368,4335192.353,190.4,387.8,PIEN,,6.858,4.1,0.3
2,1019087.686,4334920.453,16.4,122.9,PIEN,,6.858,4.1,0.1
18,1019154.551,4335003.626,86.7,203.3,PIPU,,6.858,4.1,1.5
25,1019465.547,4334991.977,397.1,178.5,PIPU,,6.858,4.1,1.5
2,1019391.309,4334908.113,319.4,97.8,PIPU,,6.858,4.1,0.5
45,1019174.209,4334941.464,103.7,140.4,PIEN,,7.112,4.1,1
4,1019086.871,4335099.732,23.1,302.2,PIFL2,,7.366,4.1,1.8
42,1019107.359,4335123.529,44.6,325.1,PSME,,7.366,4.1,0.7
26,1019227.839,4335086.538,163.4,283.1,PSME,,7.366,4.1,0.1
49,1019076.865,4334933.799,6.3,136.8,PIPU,,7.366,4.1,0.8
8,1019205.634,4335078.172,141,275.7,POTR,,7.366,4.1,2.4
44,1019270.582,4334859.476,196.7,54.3,PSME,,7.62,4.1,0.8
34,1019288.838,4335141.782,226.8,335.7,PIEN,,7.62,4.1,0.2
29,1019248.311,4335164.307,187.3,359.9,PIEN,,7.62,4.1,0.1
11,1019413.331,4335025.699,346.3,214.5,PIPU,,7.62,4.1,0.5
