TreeNumber,UTM_X,UTM_Y,Grid_X,Grid_Y,Species,D.A.,DBH_cm,Height_m,CBH_m
11,1019060.83,4335182.584,0.6,386.1,PIPO,,29.464,15.2,11.1
4,1019498.54,4335133.474,436,318.5,PSME,,29.464,15.2,3.4
7,1019137.553,4334802.978,61.3,3.6,PIPU,,29.718,15.2,2.4
24,1019169.517,4334892.869,97.1,91.9,PSME,,29.972,15.2,3.2
19,1019321.879,4335188.254,261.6,380.8,PSME,,30.48,15.2,5.9
2,1019297.319,4335186.89,237,380.3,PSME,,33.02,15.2,9.2
23,1019499.726,4335180.199,439,365.1,PSME,,34.29,15.2,4.7
27,1019333.003,4335141.68,270.9,333.7,PSME,,34.798,15.2,6.3
4,1019103.972,4335048.067,38.1,249.7,PIPO,,35.052,15.2,7
8,1019494.192,4335074.565,429.2,259.9,PIPO,,35.814,15.2,5.3
10,1019071.289,4335054.467,5.8,257.6,PIPO,,37.084,15.2,6.2
16,1019192.761,4334994.598,124.6,192.7,PIPO,,38.862,15.2,7.5
1,1019401.986,4335113.134,338.5,302.2,PIPO,,38.862,15.2,4.5
11,1019077.713,4335083.243,13.3,286,PIPO,,41.148,15.2,6
20,1019336.2,4334989.946,267.6,182,PIPO,,41.402,15.2,7.9
19,1019363.249,4335083.783,298.7,274.5,PIPO,,41.656,15.2,4
27,1019441.865,4334879.592,368.6,67.3,PIPO,,43.434,15.2,5.7
20,1019292.864,4335112.656,229.5,306.4,PSME,,44.704,15.2,1.8
25,1019499.465,4335169.671,438.4,354.6,PSME,,48.006,15.2,3.8
8,1019379.627,4335107.663,316.1,297.7,PIPO,,49.53,15.2,4.6
23,1019412.623,4334900.794,340.3,89.8,POTR,,14.732,15.3,10
20,1019166.735,4334934.778,96.1,133.9,PIEN,,17.526,15.3,4.4
70,1019190.869,4334909.802,119.1,107.9,POTR,,18.542,15.3,10.6
1,1019279.991,4335186.993,219.7,381.1,PIEN,,19.304,15.3,7.6
14,1019319.841,4334827.08,244.4,20,POTR,,20.32,15.3,11.1
12,1019443.106,4335025.053,376,212.5,PIPU,,20.32,15.3,1
31,1019126.501,4334936.291,56,137.1,POTR,,20.574,15.3,12.6
6,1019256.716,4335168.557,195.7,363.7,PIEN,,20.574,15.3,6.8
99,1019186.016,4334916.355,114.6,114.7,POTR,,20.828,15.3,10.3
5,1019141.851,4335105.309,78.3,305.3,POTR,,20.828,15.3,8.7
74,1019145.849,4335197.626,86.3,397.5,PSME,,21.082,15.3,5.5
5,1019304.75,4334891.888,232.1,85.3,PIPU,,21.082,15.3,4.2
26,1019274.865,4334915.76,203.3,110.5,PIPU,,21.59,15.3,2.8
102,1019175.197,4334956.838,105.5,155.7,PIPU,,22.098,15.3,7.9
52,1019235.08,4334914.491,163.5,110.9,PIEN,,22.352,15.3,4.7
3,1019219.495,4335166.122,158.4,362.8,POTR,,22.86,15.3,11.5
22,1019298.447,4335014.92,231,208.5,PSME,,22.86,15.3,6
4,1019096.599,4334862.628,22.9,64.9,PSME,,23.876,15.3,3.3
2,1019155.422,4335081.276,90.8,280.8,POTR,,24.13,15.3,10.5
28,1019455.414,4335052.022,389.5,239,PIPO,,24.13,15.3,9.9
21,1019441.676,4334973.808,372.3,161.4,PIPO,,24.638,15.3,8.1
5,1019080.094,4335025.893,13.3,228.6,PIPO,,24.892,15.3,5
26,1019264.795,4335134.42,202.4,329.4,PIPU,,24.892,15.3,4.6
14,1019456.991,4334998.834,388.7,185.8,PIPU,,24.892,15.3,0.3
45,1019377.176,4334846.784,302.7,37.3,PIEN,,25.146,15.3,7.2
11,1019126.628,4334897.245,54.5,98.1,PIEN,,25.146,15.3,6.7
101,1019265.969,4334844.112,191.5,39.2,POTR,,25.4,15.3,12.2
16,1019235.425,4335161.841,174.3,357.9,PSME,,25.4,15.3,4.4
28,1019249.594,4334808.816,173.5,4.6,PIEN,,25.4,15.3,3.1
51,1019180.574,4334838.062,105.9,36.8,PIEN,,25.4,15.3,2.7
2,1019426.251,4334972.009,356.8,160.2,PIPO,,25.654,15.3,9.2
24,1019299.496,4335031.397,232.7,224.9,PIPO,,26.416,15.3,10.1
34,1019403.793,4335141.749,341.6,330.9,PIPO,,26.924,15.3,4.7
32,1019191.987,4334820.743,116.6,18.9,PIEN,,26.924,15.3,1
12,1019060.281,4335198.977,0.7,402.5,PIEN,,27.432,15.3,8.1
16,1019148.861,4334833.717,74,33.7,PIEN,,27.432,15.3,7.3
25,1019330.032,4334996.729,261.8,189.1,PSME,,28.448,15.3,5.3
32,1019147.774,4335098.996,84.1,298.9,POTR,,28.956,15.3,6.4
102,1019459.552,4335178.709,398.8,365.3,PIEN,,28.956,15.3,3.7
23,1019117.08,4334869.203,43.7,70.6,PIPU,,29.718,15.3,5.3
28,1019125.495,4335096.133,61.7,297,PSME,,30.226,15.3,3
13,1019477.617,4334950.542,407.4,136.7,PIPO,,30.734,15.3,6.9
7,1019198.652,4334998.715,130.7,196.5,PIPO,,31.242,15.3,8.7
13,1019326.483,4334941.686,256,134.1,PIPU,,31.242,15.3,0.2
17,1019419.391,4334965.038,349.8,153.6,PIPO,,31.75,15.3,9.4
1,1019513.601,4334855.797,439.2,40.4,PIPO,,31.75,15.3,5.2
2,1019088.422,4334860.111,14.6,62.6,PSME,,31.75,15.3,1.8
21,1019487.472,4334896.089,414.8,81.8,PIPO,,32.512,15.3,7.8
25,1019344.172,4335200.331,284.5,391.9,PIPO,,32.766,15.3,7.7
18,1019468.075,4335087.821,403.6,274.3,PIPO,,32.766,15.3,6.8
5,1019398.767,4335147.81,336.9,337,PIEN,,32.766,15.3,8.2
26,1019175.17,4335005.701,107.4,204.5,PIPO,,33.274,15.3,7.4
56,1019265.574,4334915.386,194,110.4,POTR,,33.528,15.3,11.5
13,1019122.481,4334801.797,46.3,3.4,PIPO,,33.528,15.3,7.5
1,1019431.023,4334935.994,360.1,124.2,PIPO,,34.036,15.3,6.3
1,1019338.921,4335174.336,278.1,366,PIEN,,34.29,15.3,1.8
21,1019254.951,4335003.943,187.2,199.4,PIPO,,35.052,15.3,3.4
17,1019443.698,4334892.607,370.9,80.2,PIPO,,35.306,15.3,8.7
2,1019284.138,4335032.105,217.4,226.2,PIPO,,35.306,15.3,7.9
29,1019126.845,4335201.344,67.3,402,PIPO,,35.814,15.3,6.5
31,1019065.442,4335078.588,0.8,282,PIPO,,36.068,15.3,4.1
9,1019124.35,4334862.377,50.6,63.4,PSME,,36.576,15.3,6.3
6,1019337.634,4335018.059,270.3,210,PIPU,,36.576,15.3,1.8
23,1019206.23,4335155.307,144.8,352.7,PSME,,37.846,15.3,8.4
45,1019241.309,4334815.888,165.6,12.1,PIPO,,38.1,15.3,9.4
1,1019102.704,4335120.696,39.8,322.3,PSME,,38.608,15.3,4.7
3,1019102.894,4334841.733,28.3,43.7,PSME,,39.116,15.3,2.1
14,1019351.631,4335187.708,291.5,378.9,PSME,,40.894,15.3,8.2
25,1019234.715,4335135.168,172.4,331.3,PSME,,42.672,15.3,4
5,1019168.503,4335108.787,105.1,307.8,PIPO,,43.18,15.3,5.7
13,1019312.848,4335124.811,250.1,317.7,PIEN,,44.196,15.3,2.9
12,1019488.535,4334860.197,414.4,45.9,PIPO,,44.45,15.3,5.8
5,1019269.231,4334987.657,200.6,182.6,PSME,,44.45,15.3,5.4
1,1019179.381,4335146.111,117.5,344.5,PIPO,,44.958,15.3,1.9
6,1019277.046,4335016.31,209.7,210.8,PIPO,,46.482,15.3,5.9
1,1019119.976,4335081.239,55.4,282.2,PIPO,,47.752,15.3,4.4
1,1019177.427,4334841.1,102.7,40,PIPU,,8.89,15.4,5
6,1019202.133,4335112.851,138.9,310.3,PIPO,,13.97,15.4,6.8
59,1019420.78,4334988.342,352.2,176.8,PIPU,,16.256,15.4,3.7
70,1019353.992,4334847.797,279.6,39.1,PIEN,,19.304,15.4,7.8
15,1019091.769,4334889.929,19.3,92.2,PIEN,,19.812,15.4,1
16,1019486.467,4335202.127,426.7,387.7,PSME,,20.066,15.4,8.3
34,1019385.677,4335137.805,323.3,327.7,PIPU,,20.066,15.4,5.9
8,1019468.565,4335176.765,407.7,363.1,PIEN,,20.828,15.4,8.6
62,1019222.059,4335193.677,162.2,390.4,PIEN,,20.828,15.4,7.3
22,1019418.668,4334811.693,342.5,0.5,PIEN,,21.082,15.4,9.7
49,1019277.97,4334896.497,205.6,91.1,PIEN,,21.082,15.4,6.1
25,1019363.41,4334855.586,289.2,46.6,PIPU,,21.59,15.4,7.1
57,1019451.783,4335154.867,390,341.9,PSME,,21.844,15.4,5.4
22,1019137.887,4334988.944,69.5,189.3,POTR,,22.606,15.4,13
80,1019184.033,4334956.404,114.3,154.8,PIPU,,22.606,15.4,7.7
2,1019162.406,4335022.066,95.3,221.3,POTR,,22.86,15.4,9
23,1019310.94,4334834.439,235.9,27.6,PSME,,22.86,15.4,8.1
3,1019232.295,4334825.743,156.9,22.2,PIPU,,22.86,15.4,1.9
12,1019247.736,4334825.34,172.3,21.2,PIEN,,22.86,15.4,1.7
40,1019223.62,4334861.333,149.9,58.2,PIPO,,24.638,15.4,9.8
7,1019155.514,4335062.155,90.1,261.7,POTR,,24.892,15.4,9
36,1019457.526,4335030.705,390.7,217.6,PIPO,,24.892,15.4,10.7
43,1019270.85,4335183.406,210.6,378,PIEN,,24.892,15.4,8.1
10,1019153.923,4335085.002,89.5,284.6,POTR,,25.146,15.4,9.3
10,1019111.199,4335072.663,46.4,274.1,PIPO,,25.654,15.4,8.6
43,1019109.968,4334963.652,40.5,165.3,PIEN,,25.654,15.4,4.7
16,1019292.095,4334905.839,220.2,99.9,PIPU,,26.416,15.4,4
17,1019227.499,4334871.651,154.1,68.3,PIEN,,26.67,15.4,4.2
40,1019479.531,4335129.382,416.8,315.2,PIEN,,26.924,15.4,2.7
31,1019414.618,4334978.002,345.5,166.8,PIPO,,27.178,15.4,9.7
19,1019379.027,4335055.861,313.2,246,PIPO,,27.94,15.4,3.2
25,1019348.336,4335064.369,283,255.9,PIPU,,28.956,15.4,1
22,1019167.781,4335182.446,107.4,381.4,PSME,,29.21,15.4,2.4
55,1019467.531,4335136.957,405,323.4,PIEN,,29.21,15.4,8.8
4,1019423.51,4334953.439,353.3,141.8,PIEN,,29.972,15.4,0
30,1019245.113,4334854.441,171,50.4,PSME,,30.48,15.4,6.4
4,1019400.34,4335177.433,339.6,366.5,PSME,,30.988,15.4,6.7
52,1019221.403,4334925.401,150.2,122.3,PIPU,,31.496,15.4,3.1
41,1019082.87,4334926.306,11.9,129,PSME,,32.004,15.4,7.2
31,1019389.026,4335135.078,326.5,324.8,PSME,,32.258,15.4,5
15,1019177.141,4335115.853,114.1,314.4,PIPO,,33.02,15.4,6.9
25,1019443.652,4334937.664,372.8,125.2,PIPO,,33.02,15.4,5.7
9,1019270.692,4334976.721,201.7,171.6,PIPO,,33.528,15.4,10.1
34,1019449.492,4334931.065,378.5,118.3,PIPO,,33.782,15.4,8.7
10,1019330.825,4335093.2,266.6,285.4,PIPO,,33.782,15.4,5.6
13,1019496.657,4335052.266,430.7,237.5,PIPO,,34.798,15.4,7.3
18,1019322.204,4335191.576,262.1,384.1,PSME,,34.798,15.4,6.9
11,1019273.784,4335129.187,211.1,323.7,PSME,,34.798,15.4,5.2
16,1019500.589,4335072.901,435.5,257.9,PIPO,,35.56,15.4,6.7
13,1019192.102,4335001.373,124.3,199.5,PIPO,,35.56,15.4,6.1
13,1019216.903,4335050.33,151,247.3,PIPO,,35.814,15.4,5.6
5,1019330.201,4335087.96,265.7,280.2,PIPO,,36.068,15.4,8
2,1019089.43,4334838.836,14.7,41.3,PIPO,,37.084,15.4,6.1
41,1019427.635,4335187.653,367.4,375.7,PSME,,38.354,15.4,4.8
18,1019356.995,4335142.432,294.9,333.4,PSME,,38.608,15.4,0.7
27,1019209.322,4334972.725,140.2,170.2,PIPO,,39.37,15.4,7.6
19,1019432.282,4335184.995,371.9,372.8,PSME,,39.37,15.4,5.8
2,1019073.488,4334902.679,1.5,105.9,PSME,,40.386,15.4,5.4
20,1019448.638,4334893.87,375.9,81.2,PIPO,,40.64,15.4,8.2
7,1019238.4,4335062.265,173.1,258.3,PIPO,,40.64,15.4,5.9
37,1019352.953,4335152.931,291.2,344.1,PIEN,,11.43,15.5,11.2
15,1019406.492,4334951.254,336.19,140.3,POTR,,17.272,15.5,14.4
50,1019222.475,4334927.861,151.4,124.7,PIPU,,18.288,15.5,1.7
4,1019150.545,4335042.165,84.3,242,POTR,,19.304,15.5,12.7
55,1019430.465,4335152.755,368.6,340.7,POTR,,19.558,15.5,10.6
19,1019248.14,4335129.351,185.5,325,PIPU,,19.558,15.5,5.5
43,1019233.922,4334919.336,162.6,115.8,PIEN,,19.558,15.5,4
13,1019319.83,4334829.183,244.5,22.1,PIEN,,21.082,15.5,7.1
22,1019151.602,4335094.793,87.7,294.5,POTR,,21.59,15.5,11
2,1019143.923,4335044.337,77.8,244.3,POTR,,21.59,15.5,9.4
5,1019212.109,4334811.375,136.2,8.7,PIPU,,21.59,15.5,1.8
18,1019215.622,4334915.081,144.1,112.3,POTR,,22.352,15.5,10.9
25,1019289.771,4334883.204,216.9,77.2,PIEN,,22.352,15.5,5.9
1,1019315.565,4334826.155,240.3,19.3,PIEN,,22.86,15.5,7
93,1019314.053,4334857.316,240,50.5,PIEN,,22.86,15.5,2
17,1019087.703,4335206.819,28.5,409.1,PIPO,,24.13,15.5,7.6
22,1019189.522,4334829.824,114.4,28.1,PIEN,,24.638,15.5,4.6
57,1019378.692,4334829.142,303.5,19.6,PIEN,,24.892,15.5,0.6
22,1019258.442,4334912.005,186.7,107.4,PIPU,,24.892,15.5,6.3
3,1019447.874,4335020.08,380.5,207.5,PIPO,,25.4,15.5,5.3
7,1019432.728,4335193.929,372.6,381.7,PIEN,,25.654,15.5,13.4
6,1019170.552,4334928.872,99.6,127.8,PIEN,,25.908,15.5,6.5
17,1019219.501,4335183.045,159.3,379.7,PIEN,,26.162,15.5,7.1
10,1019248.436,4334885.057,175.5,80.8,POTR,,26.416,15.5,9.8
3,1019163.441,4335023.322,96.4,222.5,POTR,,26.67,15.5,9.2
37,1019081.336,4334923.121,10.2,125.9,PIEN,,26.67,15.5,3.7
53,1019331.277,4334818.775,255.6,11.1,PSME,,26.924,15.5,5.6
74,1019123.115,4334974.462,54.2,175.4,PIEN,,26.924,15.5,3.1
37,1019206.703,4334915.229,135.2,112.7,PIEN,,27.686,15.5,6.3
46,1019135.13,4334972.577,66.1,173.1,POTR,,27.94,15.5,12.6
19,1019321.795,4334831.79,246.6,24.6,PSME,,27.94,15.5,10.8
4,1019285.481,4335038.885,219.1,232.9,PIPO,,28.448,15.5,7.4
51,1019435.164,4335152.904,373.3,340.6,PSME,,28.448,15.5,6.1
5,1019476.757,4334978.834,407.6,165,PIEN,,28.702,15.5,1.8
8,1019093.77,4334866.885,20.3,69.3,PSME,,28.956,15.5,3.8
22,1019343.299,4334866.657,269.7,58.5,PIPU,,29.464,15.5,3.1
3,1019101.023,4335023.978,34.1,225.8,PIPO,,30.48,15.5,8.1
18,1019325.833,4334936.945,255.1,129.4,PIFL2,,30.988,15.5,0.1
14,1019075.032,4335057.868,9.5,260.8,PIPO,,31.242,15.5,12.8
49,1019449.467,4335045.199,383.2,232.5,PSME,,32.258,15.5,3.3
15,1019454.302,4334984.973,385.5,172.1,PIPO,,32.512,15.5,9.6
10,1019449.764,4334974.218,380.4,161.6,PIPO,,32.766,15.5,9.6
6,1019306.033,4335036.55,239.5,229.7,PSME,,33.274,15.5,9.3
15,1019460.599,4335129.5,397.9,316.1,PSME,,34.29,15.5,6.1
9,1019476.202,4335110.581,412.7,296.6,PIPO,,35.052,15.5,7.5
81,1019189.728,4334879.602,116.8,77.8,PIEN,,35.56,15.5,8
10,1019477.408,4334852.499,403.1,38.8,PIPO,,38.862,15.5,5.3
11,1019289.832,4335101.481,226.1,295.4,PSME,,39.37,15.5,1
23,1019129.599,4335192.479,69.8,393,PSME,,42.164,15.5,2
10,1019375.604,4335088.726,311.3,279,PIPO,,42.926,15.5,2.7
13,1019447.59,4334910.838,375.75,98.2,PIPO,,44.958,15.5,7.9
10,1019348.097,4334849.787,273.6,41.4,PIEN,,14.732,15.6,2.2
4,1019278.424,4335190.114,218.3,384.3,PIEN,,16.764,15.6,10.5
19,1019126.455,4334939.391,55.9,140.2,POTR,,17.78,15.6,10.8
18,1019483.949,4335202.395,424.2,388.1,PIEN,,18.542,15.6,3.5
18,1019087.569,4334893.612,15.3,96.1,POTR,,18.796,15.6,8.9
2,1019227.898,4334844.836,153.3,41.5,PSME,,19.05,15.6,8.5
82,1019302.781,4335202.883,243.3,396.2,PIEN,,19.812,15.6,8.6
33,1019151.276,4335058.627,85.9,258.4,POTR,,20.066,15.6,11.7
3,1019141.773,4335066.353,76.6,266.4,POTR,,20.066,15.6,8.6
46,1019367.055,4335201.224,307.4,391.8,PIEN,,20.066,15.6,4.3
7,1019396.971,4334938.034,326.2,127.6,POTR,,20.32,15.6,6.9
6,1019289.591,4334898.314,217.3,92.3,PIPU,,20.828,15.6,4.1
28,1019458.561,4335151.321,396.8,338,PIEN,,20.828,15.6,5.4
8,1019504.425,4334999.405,436.1,184.3,PIPO,,21.082,15.6,8.2
27,1019176.304,4335008.865,108.7,207.6,PIPO,,21.59,15.6,5.9
59,1019368.046,4335155.314,306.4,345.9,POTR,,22.098,15.6,11
46,1019192.305,4334847.595,117.9,45.7,PIPU,,22.352,15.6,9.6
2,1019440.665,4335014.409,373,202,PIPU,,22.352,15.6,1.5
16,1019186.06,4334840.355,111.5,38.8,PSME,,22.606,15.6,8.4
30,1019389.32,4334834.91,314.2,24.8,PIEN,,22.606,15.6,7.8
54,1019205.025,4334858.865,131.2,56.5,POTR,,23.622,15.6,11.4
46,1019208.782,4334838.636,134.1,36.1,PIEN,,23.622,15.6,6.2
22,1019149.381,4334931.575,78.6,131.4,PSME,,24.384,15.6,6.6
23,1019436.008,4334970.806,366.7,158.7,PSME,,24.638,15.6,4.3
4,1019310.006,4334927.614,238.8,120.7,PIPU,,24.892,15.6,0.5
35,1019402.216,4335141.265,340,330.5,PIPO,,25.146,15.6,12.3
6,1019149.607,4335087.076,85.3,286.9,POTR,,25.4,15.6,11.1
18,1019103.893,4334891.654,31.5,93.5,PSME,,25.4,15.6,5.8
65,1019364.827,4334814.906,288.9,5.9,PIEN,,25.4,15.6,3.2
19,1019449.417,4334992.125,381,179.5,PIPU,,25.4,15.6,5.2
14,1019293.018,4335013.431,225.5,207.3,PSME,,25.654,15.6,3.1
14,1019105.167,4334884.611,32.4,86.4,PSME,,25.908,15.6,9.5
3,1019122.671,4335050.44,56.9,251.3,PIPU,,25.908,15.6,2.4
13,1019154.425,4335115.57,91.4,315.1,POTR,,26.416,15.6,9.9
1,1019232.896,4334845,158.3,41.4,PSME,,26.416,15.6,6.2
2,1019247.438,4335019.466,180.3,215.3,PIPO,,26.67,15.6,7.2
42,1019173.89,4334843.635,99.3,42.5,PSME,,26.67,15.6,6.9
24,1019106.377,4334934.343,35.8,136,PSME,,26.67,15.6,5.5
30,1019330.252,4335179.185,269.7,371.3,PSME,,27.432,15.6,6.1
8,1019263.227,4335102.813,199.6,297.7,PSME,,27.432,15.6,4.2
8,1019155.971,4335062.981,90.6,262.5,POTR,,27.94,15.6,9
54,1019264.059,4334917.509,192.6,112.6,PIEN,,27.94,15.6,2.8
72,1019183.857,4335183.279,123.5,381.6,PSME,,28.194,15.6,7.4
9,1019456.851,4334993.919,388.3,180.9,PIPO,,28.702,15.6,2.2
82,1019206.735,4334949.376,136.6,146.8,PIPU,,28.956,15.6,4.1
4,1019135.208,4334812.985,59.6,13.9,PIPO,,29.972,15.6,8.5
26,1019457.528,4334936.579,386.6,123.6,PIPO,,30.226,15.6,8.1
15,1019277.043,4334910.567,205.2,105.2,POTR,,30.48,15.6,11.1
29,1019425.783,4335202.174,366.1,390.3,PSME,,30.48,15.6,5.5
29,1019094.892,4335124.489,32.2,326.5,PSME,,32.766,15.6,8
28,1019245.905,4335098.992,182.1,294.8,PSME,,32.766,15.6,1
6,1019365.084,4335021.597,297.9,212.3,PIPU,,35.814,15.6,0
14,1019419.333,4334941.202,348.7,129.8,PIPO,,36.068,15.6,7.4
19,1019205.138,4335033.904,138.6,231.3,PIPO,,36.576,15.6,2.2
13,1019190.971,4335083.121,126.4,281.2,PSME,,37.592,15.6,0
49,1019142.431,4335213.366,83.5,413.4,PSME,,38.1,15.6,5.5
12,1019454.216,4334915.575,382.4,102.8,PIPO,,38.608,15.6,7
15,1019183.029,4334808.352,107,7,PSME,,38.608,15.6,3.8
32,1019424.209,4335211.103,365,399.3,PSME,,39.116,15.6,4.9
26,1019100.769,4335038.584,34.4,240.4,PIPO,,40.386,15.6,6.4
7,1019101.164,4335051.924,35.5,253.7,PIPO,,42.418,15.6,6.2
23,1019145.564,4334818.122,70.1,18.3,PIPO,,43.18,15.6,7.9
1,1019372.403,4335071.633,307.2,262.1,PIPO,,48.006,15.6,6.8
6,1019258.753,4335029.278,191.9,224.5,PIPO,,48.006,15.6,6.2
2,1019145.5,4335008.172,77.9,208.1,PIPO,,54.356,15.6,4.8
37,1019310.888,4335195.401,251,388.3,PIEN,,18.796,15.7,8.3
24,1019138.937,4334941.936,68.5,142.3,POTR,,20.32,15.7,10.9
47,1019450.524,4335042.25,384.1,229.5,PIPO,,20.32,15.7,7.4
44,1019261.03,4335199.007,201.4,394.1,PIEN,,20.828,15.7,6.7
27,1019448.42,4335167.306,387.3,354.5,PIEN,,21.082,15.7,10.5
19,1019210.123,4334811.07,134.2,8.5,PIEN,,21.336,15.7,3.4
49,1019264.974,4335182.795,204.7,377.7,PIEN,,21.844,15.7,5.2
11,1019149.783,4334996.866,81.8,196.8,POTR,,22.098,15.7,7.3
43,1019127.235,4334914.5,55.8,115.3,PSME,,22.86,15.7,8.1
23,1019300.229,4335015.315,232.8,208.8,PSME,,23.368,15.7,4.2
28,1019116.273,4334909.714,44.6,111.1,PSME,,23.622,15.7,9.1
34,1019379.9,4335200.683,320.2,390.8,PIEN,,23.622,15.7,7.7
20,1019143.706,4334929.072,72.8,129.2,PSME,,23.876,15.7,7.1
69,1019190.913,4334955.047,121.1,153.3,PIPU,,24.13,15.7,3.3
22,1019417.019,4334954.998,346.9,143.7,PIPO,,24.384,15.7,11.6
10,1019230.52,4334811.63,154.6,8.2,PIPO,,24.384,15.7,9.2
29,1019435.878,4334819.496,360.1,7.6,PIEN,,24.638,15.7,8.3
52,1019443.507,4335011.457,375.9,198.9,PIPU,,24.638,15.7,0
18,1019156.408,4335050.587,90.6,250.1,POTR,,24.892,15.7,12.3
13,1019425.844,4334971.788,356.6,160,PIPO,,25.654,15.7,10.4
22,1019436.329,4334970.422,367,158.3,PSME,,25.654,15.7,4.3
52,1019147.308,4334913.642,75.8,113.6,PIEN,,25.654,15.7,7.9
56,1019156.447,4334922.918,85.2,122.6,PSME,,25.908,15.7,3.3
1,1019306.472,4335028.262,239.5,221.4,PIPO,,26.162,15.7,4.8
1,1019415.504,4334812.846,339.4,1.6,PIEN,,26.162,15.7,2.2
53,1019217.014,4335157.78,155.7,354.6,PSME,,26.416,15.7,6.4
37,1019450.581,4334925.615,379.3,112.8,PIPO,,26.67,15.7,8.3
43,1019240.238,4334898.042,168,94.2,PIPO,,27.432,15.7,7
7,1019158.833,4334840.534,84.1,40.2,PIEN,,27.94,15.7,6.2
17,1019213.394,4335104.416,149.7,301.5,PSME,,30.226,15.7,2.4
1,1019325.943,4335082.928,261.4,275.4,PIPO,,30.734,15.7,8.2
2,1019266.793,4334949.796,196.6,144.7,PIPO,,31.75,15.7,8.8
27,1019454.824,4335003.826,386.8,190.9,PIPU,,31.75,15.7,0.2
19,1019329.094,4335134.163,266.6,326.4,PSME,,32.004,15.7,1.7
8,1019280.582,4335040.629,214.3,234.9,PIPO,,32.258,15.7,5.9
59,1019285.926,4335140.026,223.8,334.1,PSME,,33.02,15.7,2.8
17,1019088.199,4335049.035,22.4,251.5,PIPO,,33.528,15.7,8.8
8,1019082.932,4334903.98,11,106.7,PSME,,33.782,15.7,4.5
59,1019376.764,4335134.047,314.2,324.2,PSME,,33.782,15.7,4.4
18,1019238.135,4335140.556,176.1,336.5,PIPO,,34.29,15.7,5.1
43,1019257.335,4335137.248,195.1,332.4,PSME,,36.576,15.7,6.7
45,1019429.201,4335159.598,367.7,347.6,PSME,,36.83,15.7,6.1
22,1019365.093,4335119.61,302,310.4,PSME,,37.084,15.7,3.5
39,1019478.747,4335130.942,416.1,316.8,PSME,,37.592,15.7,3.5
9,1019277.701,4335140.31,215.6,334.6,PSME,,38.862,15.7,3.1
7,1019195.392,4335071.139,130.4,269,PIFL2,,39.37,15.7,1.1
11,1019125.792,4334821.198,50.3,22.2,PIPO,,39.624,15.7,5.5
3,1019204.079,4334980.978,135.4,178.5,PIPO,,42.418,15.7,3.1
30,1019215.24,4335176.511,154.7,373.4,PSME,,43.688,15.7,7.6
4,1019211.753,4335074.19,146.9,271.4,PSME,,44.704,15.7,0.5
34,1019125.813,4335059.5,60.3,260.4,PIPO,,46.482,15.7,9.5
18,1019183.005,4335010.922,115.5,209.3,PIPO,,57.15,15.7,8.4
7,1019352.557,4334823.488,277.1,14.9,PIEN,,11.176,15.8,3.5
25,1019356.956,4334881.38,283.9,72.7,POTR,,17.526,15.8,8.5
21,1019146.082,4335047.036,80.1,247.1,POTR,,17.78,15.8,13.8
17,1019078.365,4334962.917,8.9,165.8,PIEN,,19.812,15.8,10
56,1019363.969,4335202.763,304.4,393.5,PIEN,,20.32,15.8,6.3
64,1019307.533,4335200.13,247.9,393.2,PIEN,,21.336,15.8,8.3
75,1019104.112,4334991.399,35.9,193.1,POTR,,21.59,15.8,8.8
21,1019272.511,4334824.231,197.2,19,PIEN,,21.59,15.8,5.5
37,1019396.728,4334821.366,321.1,11.1,PIEN,,21.59,15.8,4.2
79,1019445.335,4335176.755,384.5,364.1,POTR,,22.098,15.8,9.5
29,1019388.247,4334838.158,313.3,28.1,PIEN,,22.606,15.8,7.4
48,1019369.1,4335163.781,307.9,354.3,PIEN,,22.606,15.8,6.1
53,1019230.582,4334900.754,158.5,97.2,PIEN,,23.114,15.8,1.7
53,1019303.636,4335190.511,243.5,383.8,PSME,,23.368,15.8,10
15,1019261.491,4334911.165,189.7,106.4,PIPU,,23.622,15.8,3.2
24,1019456.904,4335044.691,390.6,231.6,PIPO,,24.13,15.8,9.3
57,1019156.152,4334926.608,85.1,126.3,PIEN,,24.13,15.8,9.1
24,1019145.968,4335056.744,80.5,256.8,POTR,,24.892,15.8,11.2
6,1019102.992,4335028.388,36.3,230.1,PIPO,,24.892,15.8,9.8
57,1019468.121,4335158.317,406.5,344.7,POTR,,25.146,15.8,12.3
24,1019438.715,4335013.405,371,201.1,PSME,,25.908,15.8,7.5
11,1019152.428,4335115.465,89.4,315.1,POTR,,26.162,15.8,11.2
21,1019298.227,4335013.407,230.7,207,PSME,,26.67,15.8,7.3
2,1019440.603,4335154.193,378.8,341.6,PSME,,27.432,15.8,6.3
31,1019433.172,4334973.658,363.8,161.7,PIPU,,28.194,15.8,7.5
2,1019481.969,4335138.523,419.5,324.2,POTR,,28.702,15.8,8.7
1,1019151.776,4334801.027,75.4,0.9,PIPO,,28.702,15.8,5.4
5,1019448.023,4335032.405,381.3,219.8,PIPO,,29.21,15.8,5.9
20,1019175.671,4335111.469,112.4,310.1,PIPO,,29.464,15.8,7.3
48,1019141.174,4334879.372,68.3,79.7,PSME,,29.718,15.8,9.2
17,1019074.906,4335050.452,9.2,253.4,PIPO,,29.972,15.8,7.4
20,1019416.178,4334945.942,345.8,134.7,PIPO,,29.972,15.8,7
